Episode,Accumulative Reward
0,41.48174500465393
1,0.4971674829721451
2,2.126852661371231
3,1.0645330548286438
4,0.43147432804107666
5,2.091761589050293
6,2.10353821516037
7,1.1035243570804596
8,2.0325841307640076
9,1.3109052777290344
