Episode,Accumulative Reward
0,116.97788429260254
1,0.5272687077522278
2,49.79102101922035
3,16.76296842098236
4,46.47083768248558
5,53.83402931690216
6,24.845787405967712
7,86.74383103847504
8,32.68468117713928
9,21.896730482578278
10,3.017229348421097
11,49.93172097206116
12,42.812449634075165
13,59.408458918333054
14,3.8520015478134155
15,0.3685818314552307
16,8.844446837902069
17,153.29271292686462
18,32.26100119948387
19,91.76442760229111
20,159.36536824703217
21,47.426309466362
22,56.793073415756226
23,2.0701544880867004
24,56.556165277957916
25,0.0
26,11.320181608200073
27,205.67996153235435
28,60.66496738791466
29,49.349338591098785
30,13.337094873189926
31,0.3905406594276428
32,0.4274395704269409
33,1.4695148766040802
34,50.52585980296135
35,64.33735159039497
36,0.0
37,44.09935426712036
38,48.89600098133087
39,25.25419521331787
40,63.56237083673477
41,57.3808453977108
42,51.58769264817238
43,141.39138826727867
44,47.6888872385025
45,149.30766807496548
46,170.38112223148346
47,2.7345056235790253
48,15.21077087521553
49,5.067950367927551
50,0.0
51,12.403752386569977
52,63.197254568338394
53,181.71759030222893
54,145.75395111739635
55,4.374716341495514
56,11.889990597963333
57,191.8463210463524
58,41.77904924750328
59,17.85540783405304
60,54.30029156804085
61,6.166068017482758
62,51.65834757685661
63,60.18817010521889
64,0.9858917593955994
65,184.1301888525486
66,45.389835357666016
67,2.911696642637253
68,61.70491346716881
69,35.25123366713524
70,0.5207462906837463
71,50.953449100255966
72,0.8328071236610413
73,83.87186771631241
74,157.77609553933144
75,175.22621151804924
76,64.90130543708801
77,209.44362807273865
78,24.50834211707115
79,1.0917657613754272
80,0.4244275987148285
81,135.95662942528725
82,76.27099803090096
83,2.649538606405258
84,46.12504632771015
85,8.149167895317078
86,58.37556618452072
87,44.81342712044716
88,43.9192051589489
89,206.51441518962383
90,49.21352404356003
91,10.91745674610138
92,4.938120931386948
93,34.27013826370239
94,4.56450554728508
95,2.95264133810997
96,1.7708391547203064
97,18.435737043619156
98,12.184832602739334
99,26.001882165670395
100,8.165688633918762
101,167.83829787373543
102,58.01412412524223
103,74.14022868871689
104,0.9354407489299774
105,60.58694103360176
106,179.6301835179329
107,32.225521475076675
108,56.60051557421684
109,74.88404685258865
110,51.137726336717606
111,10.169210374355316
112,43.31918126344681
113,0.0
114,0.3977307379245758
115,64.47138214111328
116,2.230598747730255
117,36.424838453531265
118,120.62380087375641
119,58.416687071323395
120,59.9488979279995
121,56.20937117934227
122,9.291006118059158
123,61.66576060652733
124,53.656870514154434
125,9.511032789945602
126,72.6135986149311
127,25.497616231441498
128,44.50114142894745
129,136.84208568930626
130,84.65621045231819
131,6.854408413171768
132,50.53290510177612
133,55.49592036008835
134,29.56058830022812
135,117.14913499355316
136,152.4208705574274
137,45.87868785858154
138,22.504578322172165
139,1.6802172660827637
140,295.01206666231155
141,48.38235825300217
142,77.42122465372086
143,79.15443921089172
144,11.332553625106812
145,5.626326680183411
146,55.36191254854202
147,1.9916811883449554
148,169.89718288183212
149,282.0762116909027
150,104.33509969711304
151,13.062959671020508
152,21.08977034687996
153,46.76768812537193
154,55.78988367319107
155,55.34732910990715
156,68.08821535110474
157,199.47558063268661
158,156.8117659986019
159,0.4547620117664337
160,43.80292508006096
161,47.622549176216125
162,45.86876931786537
163,11.563416808843613
164,53.22241538763046
165,52.99447897076607
166,135.43207919597626
167,8.280700296163559
168,39.636420518159866
169,259.77087554335594
170,166.70388346910477
171,61.18955421447754
172,207.90990808606148
173,317.61115941405296
174,188.42271840572357
175,3.042347103357315
176,222.54541844129562
177,98.77871471643448
178,12.545741349458694
179,56.40362420678139
180,51.316634953022
181,143.79743230342865
182,283.13275015354156
183,189.54500883817673
184,165.06464412808418
185,111.07032805681229
186,108.8905668258667
187,3.6916823387145996
188,151.71803760528564
189,19.149458795785904
190,62.561941504478455
191,89.85760423541069
192,151.50409293174744
193,171.36191686987877
194,190.1293322145939
195,62.64106321334839
196,251.6537963449955
197,218.4259795844555
198,151.0301719903946
199,10.594420433044434
200,60.23997837305069
201,162.29407757520676
202,116.58492508530617
203,71.26918467879295
204,40.72444811463356
205,185.95562893152237
206,549.6346237957478
207,287.4286884069443
208,300.5626254081726
209,334.1322475373745
210,436.0490571707487
211,290.82772256433964
212,323.53712424635887
213,365.4693805873394
214,253.98785772919655
215,199.19156093895435
216,333.7684757709503
217,226.12931388616562
218,304.5029036551714
219,299.1639468073845
220,355.240557089448
221,333.16736141592264
222,291.63871881365776
223,376.0442718863487
224,172.51279371976852
225,215.26782312989235
226,395.44282798469067
227,203.9042440354824
228,227.17171312868595
229,215.195578455925
230,263.09946601092815
231,178.33018930256367
232,190.1763550788164
233,204.0753169953823
234,145.55398212373257
235,412.25149770081043
236,242.2937771677971
237,60.82660698890686
238,139.1558048427105
239,131.3588101863861
240,135.49868527054787
241,347.1171044707298
242,170.0134990364313
243,0.5002341717481613
244,121.89629210531712
245,150.12438315153122
246,119.83984407782555
247,144.00086578726768
248,160.49450996518135
249,180.1672927737236
250,184.66847532987595
251,67.91814470291138
252,118.50643756985664
253,113.20667323470116
254,44.13608554005623
255,114.11260363459587
256,174.01545265316963
257,15.04553872346878
258,28.90150013566017
259,27.756780982017517
260,52.830098778009415
261,56.27854362130165
262,40.316515654325485
263,32.01912045478821
264,48.61072927713394
265,47.921822905540466
266,126.2325681000948
267,19.43583169579506
268,109.12192231416702
269,86.3052490055561
270,104.93336939811707
271,120.75480431318283
272,103.9399411380291
273,90.91491886973381
274,131.6078082025051
275,35.47389057278633
276,49.92993921041489
277,165.4820535928011
278,40.0020577609539
279,41.79381349682808
280,40.20027032494545
281,135.6859077066183
282,18.237623006105423
283,112.0248171389103
284,41.73740470409393
285,127.24284437298775
286,154.44577750563622
287,74.69388689100742
288,56.70915061235428
289,48.170895129442215
290,123.60438886284828
291,134.11696875095367
292,121.37104788422585
293,105.70929035544395
294,87.1954939365387
295,32.991303235292435
296,84.8883076608181
297,41.29564970731735
298,71.49015390872955
299,18.595672875642776
300,0.5123014897108078
301,50.71738043427467
302,83.42568086087704
303,20.36373832821846
304,114.93862389028072
305,119.61512395739555
306,80.77201576530933
307,32.92214199900627
308,99.2572301030159
309,20.02997776865959
310,64.16720628738403
311,97.56285256147385
312,22.603314697742462
313,20.33080381155014
314,60.50999242067337
315,31.178457379341125
316,17.002545535564423
317,12.1361603140831
318,16.04067474603653
319,6.814947932958603
320,145.04784426093102
321,125.88786482810974
322,143.04205799102783
323,24.63718843460083
324,37.12791991233826
325,28.4520004093647
326,115.39092467725277
327,30.402411371469498
328,46.86434927582741
329,132.07897160947323
330,107.81938855350018
331,43.39790332317352
332,111.84778292477131
333,68.83243030309677
334,130.10239347815514
335,0.44774937629699707
336,74.63122230768204
337,30.844607055187225
338,15.769938051700592
339,17.03762260079384
340,137.96778666973114
341,46.075416043400764
342,47.82943910360336
343,83.48815733194351
344,70.91568458080292
345,32.409917175769806
346,67.81068803369999
347,83.53113621473312
348,37.03376191854477
349,80.21273854374886
350,47.17817533016205
351,47.244214206933975
352,82.24603247642517
353,91.24140149354935
354,262.0115908831358
355,49.217693477869034
356,6.433069884777069
357,8.717319130897522
358,47.45020109415054
359,82.19991153478622
360,150.39063802361488
361,42.87742260098457
362,196.15150839090347
363,159.6530982106924
364,89.86010020971298
365,179.38196143507957
366,49.17672470211983
367,46.08711850643158
368,135.27474001049995
369,88.43033966422081
370,41.30776447057724
371,123.13824671506882
372,52.83559662103653
373,42.56982064247131
374,39.94213163852692
375,9.520311623811722
376,190.15743935108185
377,110.8918746560812
378,54.73729145526886
379,180.59894515573978
380,53.342537850141525
381,79.7541856765747
382,123.88669115304947
383,101.00555071234703
384,32.352266401052475
385,10.673660606145859
386,61.983282178640366
387,71.14139592647552
388,113.02229183912277
389,59.92598807811737
390,33.71286231279373
391,89.83368682861328
392,49.46946719288826
393,81.27903598546982
394,15.259271442890167
395,60.22032234072685
396,48.57310476899147
397,78.19241535663605
398,125.1204873919487
399,72.106852799654
400,48.31648877263069
401,22.932593166828156
402,55.20748883485794
403,122.09615623950958
404,99.73847097158432
405,267.888218998909
406,110.17572495341301
407,130.87374556064606
408,140.307613581419
409,116.17805609107018
410,14.073582768440247
411,72.29501657187939
412,62.734184712171555
413,136.22137796878815
414,112.88097602128983
415,57.32622987031937
416,124.26118505001068
417,56.83401042222977
418,47.972721606492996
419,207.94833275675774
420,277.6813304275274
421,0.5725574791431427
422,104.36618429422379
423,46.97555613517761
424,42.16769215464592
425,53.57639026641846
426,136.83886805176735
427,131.2809131592512
428,92.66188928484917
429,107.06912171840668
430,32.13934126496315
431,234.71110041439533
432,78.18417075276375
433,23.718170017004013
434,40.091940969228745
435,98.19857835769653
436,112.68256048858166
437,40.71668925881386
438,232.46230110526085
439,116.94889432191849
440,153.4314784705639
441,29.07520964741707
442,78.34396210312843
443,52.51344558596611
444,154.42489944398403
445,0.5316949784755707
446,273.70525012910366
447,142.14119365811348
448,214.37683637440205
449,186.80720327794552
450,40.24962678551674
451,46.68775498867035
452,89.98678049445152
453,34.42969509959221
454,275.7158406674862
455,85.8186402618885
456,91.60881033539772
457,43.64087763428688
458,146.05894285440445
459,15.712600469589233
460,97.8087210059166
461,171.67874591052532
462,44.66517448425293
463,81.72806605696678
464,224.51712557673454
465,149.02209551632404
466,53.5770942568779
467,24.27256077528
468,102.20657375454903
469,46.08342272043228
470,80.25306755304337
471,136.77470380067825
472,104.84579011797905
473,27.549530655145645
474,17.46661588549614
475,110.2633281648159
476,172.3313249349594
477,88.46939420700073
478,24.04139733314514
479,23.554236948490143
480,39.832305341959
481,44.05457299947739
482,46.72000044584274
483,84.96802669763565
484,104.55693772435188
485,21.75472602248192
486,187.6050576865673
487,85.96654549241066
488,151.94029423594475
489,98.26547482609749
490,134.0295388996601
491,41.34192091226578
492,121.67225894331932
493,54.7989861369133
494,98.21722155809402
495,27.808499097824097
496,197.79914070665836
497,72.14551067352295
498,120.33952996134758
499,142.80449903011322
500,201.3816508948803
501,143.63446646928787
502,61.594168305397034
503,53.63482993841171
504,49.77903664112091
505,75.35462072491646
506,42.52780470252037
507,168.56958474218845
508,37.513825327157974
509,125.49171924591064
510,88.91965121030807
511,76.41701459884644
512,94.59186181426048
513,170.32978478074074
514,86.18286788463593
515,283.0193175673485
516,134.55936887860298
517,100.67124962806702
518,41.25136041641235
519,103.58668351173401
520,270.93511494994164
521,101.51818910241127
522,118.07044586539268
523,68.1206368803978
524,200.87258580327034
525,227.30485504865646
526,72.69201475381851
527,241.27358670532703
528,192.42103599011898
529,230.44485765695572
530,61.74255549907684
531,11.000309973955154
532,167.3002093732357
533,132.41335797309875
534,68.60837644338608
535,180.2087004184723
536,148.30664451420307
537,62.57177910208702
538,22.71947607398033
539,145.88868875801563
540,103.55298709869385
541,149.25672863423824
542,118.29307246208191
543,74.1096919476986
544,41.13195538520813
545,45.60770544409752
546,63.37147441506386
547,108.13998605310917
548,132.8464214205742
549,60.04468521475792
550,126.99344936013222
551,61.560191094875336
552,153.89518612623215
553,142.14402604103088
554,204.58455350995064
555,54.73670509457588
556,29.814795315265656
557,117.56553229689598
558,110.18753311038017
559,51.58456552028656
560,137.39775198698044
561,48.85645228624344
562,79.26739373803139
563,116.03799536824226
564,246.7445320636034
565,19.185182631015778
566,91.21354840695858
567,76.16834366321564
568,7.9086847603321075
569,43.503299444913864
570,55.60609483718872
571,20.106179773807526
572,156.11462581157684
573,11.516842931509018
574,88.89427736401558
575,140.00260213017464
576,39.43545579910278
577,69.42168247699738
578,45.71221023797989
579,45.441620111465454
580,77.76925528049469
581,62.31948748230934
582,92.63590624928474
583,230.55133958160877
584,21.386739492416382
585,40.441233307123184
586,228.33568346500397
587,14.082869291305542
588,181.70998802781105
589,87.79659527540207
590,273.9973236620426
591,69.31619867682457
592,67.91260597109795
593,75.23061081767082
594,97.18571332097054
595,179.6817406117916
596,143.13439613580704
597,110.2227797806263
598,69.6143456697464
599,37.892028361558914
600,129.99864238500595
601,72.9939324259758
602,123.68457105755806
603,108.77875855565071
604,71.88424175977707
605,213.7578780502081
606,53.7649866938591
607,64.23183813691139
608,57.574805945158005
609,129.3172749876976
610,27.60028976202011
611,60.82212960720062
612,43.99985113739967
613,106.37358552217484
614,19.479194790124893
615,102.79761826992035
616,61.30951726436615
617,235.54776540398598
618,105.1779078245163
619,45.95387160778046
620,83.48496094346046
621,171.74382829666138
622,48.85048621892929
623,160.1169486939907
624,113.14250929653645
625,119.50824321806431
626,29.51748690009117
627,117.88636021316051
628,11.597584307193756
629,139.98844677209854
630,230.59870818257332
631,128.0360115915537
632,50.60806855559349
633,116.09161722660065
634,180.24510237574577
635,108.20000353455544
636,138.30371916294098
637,64.74737736582756
638,114.32311463356018
639,101.22688418626785
640,51.43275594711304
641,56.519505977630615
642,156.18179020285606
643,0.5069643557071686
644,145.31688567996025
645,112.38876703381538
646,53.479352712631226
647,148.32997764647007
648,153.71722528338432
649,90.86374086141586
650,202.6115551739931
651,158.51458424329758
652,59.348861545324326
653,67.12377181649208
654,144.96922156214714
655,54.6857268512249
656,55.56916728615761
657,136.39268423616886
658,85.48601873219013
659,27.531901955604553
660,133.28920564055443
661,93.60584673285484
662,0.9014215171337128
663,136.1393121778965
664,79.14134085178375
665,0.7818580269813538
666,236.69851857423782
667,162.10687784850597
668,146.74301892518997
669,145.77451491355896
670,0.8866971731185913
671,244.80460353195667
672,16.547184258699417
673,0.8198931515216827
674,57.072903871536255
675,198.91893929243088
676,65.23458617925644
677,52.03072997927666
678,20.920211732387543
679,130.8759522140026
680,168.46737763285637
681,75.62751188874245
682,116.89272803068161
683,104.13766670227051
684,204.95300357043743
685,35.99433344602585
686,132.29686254262924
687,71.65965563058853
688,98.31783893704414
689,129.83224365115166
690,121.4502100944519
691,65.96551468968391
692,129.78866282105446
693,161.70576538145542
694,151.24617183208466
695,121.4943445622921
696,209.75669199228287
697,53.322818607091904
698,53.97320348024368
699,136.03887090086937
700,59.94972720742226
701,134.03122153878212
702,17.97975131869316
703,33.68804892897606
704,231.88267678022385
705,90.78397625684738
706,95.29251492023468
707,62.77494192123413
708,46.64088582992554
709,155.05119144916534
710,44.13783597946167
711,166.11555534601212
712,18.08858695626259
713,236.19315654039383
714,31.882238894701004
715,14.685205042362213
716,130.38181647658348
717,45.68009889125824
718,122.78979405760765
719,126.2346694022417
720,72.77826225757599
721,135.93626010417938
722,59.40938413143158
723,92.88457426428795
724,182.5695299655199
725,64.21802681684494
726,33.4707553088665
727,181.43278327584267
728,78.16290074586868
729,88.25087940692902
730,142.54797187447548
731,96.33486926555634
732,157.71082559227943
733,139.32625333964825
734,167.28583966195583
735,84.92624190449715
736,179.67390263080597
737,130.50111676752567
738,129.32416373491287
739,162.6901259124279
740,137.76983223855495
741,141.20948703587055
742,132.92761462926865
743,76.1372241973877
744,34.04446026682854
745,63.51357266306877
746,233.49799636006355
747,221.0410699248314
748,205.84361074864864
749,116.80649295449257
750,58.93644306063652
751,69.80060678720474
752,106.05753180384636
753,162.15970912575722
754,161.74942258000374
755,113.42635950446129
756,97.97751966118813
757,108.57566380500793
758,57.95767107605934
759,175.01290981471539
760,135.52671186625957
761,107.1210472881794
762,52.94521000981331
763,97.02170041203499
764,177.96788093447685
765,43.27461111545563
766,125.9408510029316
767,171.03832212090492
768,148.34873685240746
769,66.92574340105057
770,147.1475293636322
771,77.18191912770271
772,163.17074117064476
773,124.4242397248745
774,69.98310002684593
