Iteration,Reward,Accumulated Reward
146,0.0,45.527607
147,0.0,45.527607
148,0.0,45.527607
149,0.0,45.527607
150,0.0,45.527607
151,0.0,45.527607
152,0.0,45.527607
153,0.0,45.527607
154,0.0,45.527607
155,0.0,45.527607
156,0.0,45.527607
157,0.0,45.527607
158,0.0,45.527607
159,0.0,45.527607
160,0.0,45.527607
161,0.0,45.527607
162,0.0,45.527607
163,0.0,45.527607
164,0.0,45.527607
165,0.0,45.527607
166,0.0,45.527607
167,0.0,45.527607
168,0.0,45.527607
169,0.0,45.527607
170,0.0,45.527607
171,0.0,45.527607
172,0.0,45.527607
173,0.0,45.527607
174,0.0,45.527607
175,0.0,45.527607
176,0.0,45.527607
177,0.0,45.527607
178,0.0,45.527607
179,0.0,45.527607
180,0.0,45.527607
181,0.0,45.527607
182,0.0,45.527607
183,0.0,45.527607
184,0.0,45.527607
185,0.0,45.527607
186,0.0,45.527607
187,0.0,45.527607
188,0.0,45.527607
189,0.0,45.527607
190,0.0,45.527607
191,0.0,45.527607
192,0.0,45.527607
193,0.0,45.527607
194,0.0,45.527607
195,0.0,45.527607
196,0.0,45.527607
197,0.0,45.527607
198,0.0,45.527607
199,0.0,45.527607
200,0.0,45.527607
201,0.0,45.527607
202,0.0,45.527607
203,0.0,45.527607
204,0.0,45.527607
205,0.0,45.527607
206,0.0,45.527607
207,0.0,45.527607
208,0.0,45.527607
209,0.0,45.527607
210,0.0,45.527607
211,0.0,45.527607
212,0.0,45.527607
213,0.0,45.527607
214,0.35383245,45.88144
215,0.3447018,46.226143
216,0.33715415,46.563297
217,0.34594014,46.909237
218,0.36064425,47.269882
219,0.34673584,47.61662
220,0.3501283,47.966747
221,0.353286,48.320034
222,0.36401165,48.684044
223,0.0,48.684044
224,0.36808595,49.05213
225,0.3642604,49.416393
226,0.36555812,49.78195
227,0.3327235,50.114674
228,0.34320983,50.457882
229,0.3621478,50.82003
230,0.3490129,51.169044
231,0.35960093,51.528645
232,0.360688,51.88933
233,0.36342105,52.252754
234,0.36580518,52.61856
235,0.3613812,52.979942
236,0.35326275,53.333206
237,0.35032254,53.68353
238,0.3646513,54.04818
239,0.36370194,54.41188
240,0.35478187,54.766663
241,0.37654004,55.143204
242,0.35184717,55.495052
243,0.3689596,55.864014
244,0.3747083,56.238724
245,0.37295312,56.611675
246,0.38254353,56.994217
247,0.36464363,57.35886
248,0.39607644,57.754936
249,0.3691859,58.124123
250,0.38483286,58.508957
251,0.41731244,58.92627
252,0.39144623,59.317715
253,0.36721393,59.68493
254,0.35648277,60.041412
255,0.39028808,60.4317
256,0.35154408,60.783245
257,0.4046598,61.187904
258,0.4108407,61.598743
259,0.44566506,62.044407
260,0.0,62.044407
261,0.37675467,62.42116
262,0.43887678,62.86004
263,0.0,62.86004
264,0.0,62.86004
265,0.38297588,63.243015
266,0.44856274,63.691578
267,0.0,63.691578
268,0.0,63.691578
269,0.0,63.691578
270,0.0,63.691578
271,0.4553745,64.14695
272,0.4490641,64.596016
273,0.43686774,65.03288
274,0.3841126,65.41699
275,0.37667084,65.79366
276,0.44331476,66.23698
277,0.39151192,66.62849
278,0.43785462,67.06634
279,0.40657666,67.472916
280,0.35960582,67.83252
281,0.3550918,68.187614
282,0.35894942,68.54656
283,0.37251312,68.919075
284,0.38698396,69.30606
285,0.37846932,69.68453
286,0.4000904,70.084625
287,0.0,70.084625
288,0.39108008,70.47571
289,0.40002847,70.87574
290,0.414468,71.29021
291,0.4142636,71.70447
292,0.0,71.70447
293,0.35370153,72.05817
294,0.35864788,72.41682
295,0.27539426,72.69221
296,0.35684857,73.04906
297,0.3262223,73.37528
298,0.26170954,73.63699
299,0.3595819,73.996574
300,0.28106028,74.27763
301,0.28783888,74.565475
302,0.38830957,74.95379
303,0.29572907,75.24952
304,0.0,75.24952
305,0.27065033,75.52017
306,0.29771185,75.81789
307,0.2973948,76.11528
308,0.3027452,76.41802
309,0.3104603,76.728485
310,0.2730547,77.00154
311,0.31316972,77.31471
312,0.29294753,77.60766
313,0.29507297,77.90273
314,0.29913023,78.201866
315,0.3009728,78.50284
316,0.29856396,78.8014
317,0.33734116,79.13874
318,0.34879932,79.48754
319,0.3593595,79.8469
320,0.3732576,80.22016
321,0.3536375,80.5738
322,0.32315102,80.89695
323,0.35246465,81.24941
324,0.30921072,81.558624
325,0.3293189,81.88794
326,0.34986013,82.2378
327,0.30318156,82.540985
328,0.31182665,82.85281
329,0.35234556,83.20516
330,0.36363003,83.568794
331,0.33613887,83.90493
332,0.33536634,84.240295
333,0.32883656,84.56913
334,0.33108836,84.900215
335,0.3711822,85.2714
336,0.33696985,85.60837
337,0.3568019,85.96517
338,0.3739546,86.33913
339,0.3507143,86.68984
340,0.38630015,87.07614
341,0.38625425,87.462395
342,0.0,87.462395
343,0.35773736,87.82013
344,0.3942516,88.21438
345,0.39429325,88.60867
346,0.35815752,88.96683
347,0.4007571,89.367584
348,0.39609095,89.76367
349,0.37622133,90.13989
350,0.3712862,90.51118
351,0.0,90.51118
352,0.39085066,90.90203
353,0.3959821,91.29801
354,0.3938196,91.69183
355,0.36412716,92.05596
356,0.40337464,92.459335
357,0.37661153,92.835945
358,0.3967521,93.2327
359,0.37144127,93.60414
360,0.3817413,93.985886
361,0.40333775,94.38922
362,0.40622678,94.79545
363,0.37380567,95.16925
364,0.3648718,95.53412
365,0.35644802,95.890564
366,0.3858215,96.27638
367,0.39284962,96.669235
368,0.39672858,97.06596
369,0.36983335,97.4358
370,0.40138763,97.83719
371,0.39399436,98.231186
372,0.37449554,98.60568
373,0.3793859,98.98507
374,0.40309173,99.38816
375,0.39595577,99.78412
376,0.40483364,100.18895
377,0.4036209,100.59257
378,0.41307116,101.00564
379,0.40935805,101.41499
380,0.39162654,101.80662
381,0.41291204,102.21953
382,0.3864389,102.605965
383,0.39291182,102.99888
384,0.38794944,103.386826
385,0.41893646,103.80576
386,0.42182422,104.227585
387,0.4314754,104.65906
388,0.4080614,105.067116
389,0.44150162,105.50862
390,0.40774435,105.91637
391,0.4359638,106.35233
392,0.4163344,106.76867
393,0.41880167,107.18747
394,0.42194444,107.60941
395,0.44617146,108.05559
396,0.44194478,108.497536
397,0.45207086,108.94961
398,0.44753897,109.39715
399,0.44429544,109.841446
400,0.4418134,110.28326
401,0.4323444,110.7156
402,0.43190095,111.1475
403,0.42190695,111.569405
404,0.4085768,111.97798
405,0.40841958,112.3864
406,0.44914424,112.83554
407,0.4127931,113.24834
408,0.44356206,113.6919
409,0.45770127,114.149605
410,0.40990716,114.55951
411,0.42347544,114.98299
412,0.44637597,115.42936
413,0.44482812,115.87419
414,0.45465094,116.32884
415,0.4638025,116.79265
416,0.48060414,117.273254
417,0.45081547,117.72407
418,0.41627395,118.14034
419,0.42060035,118.56094
420,0.42187092,118.98281
421,0.41197976,119.39479
422,0.45265958,119.84745
423,0.43210712,120.27956
424,0.42319804,120.70275
425,0.41167536,121.114426
426,0.43191966,121.54635
427,0.42720005,121.97355
428,0.4433276,122.41688
429,0.4539518,122.87083
430,0.39570716,123.26653
431,0.43761688,123.70415
432,0.41033936,124.11449
433,0.41347244,124.52796
434,0.37592885,124.90389
435,0.38527372,125.28917
436,0.36041936,125.64959
437,0.38291022,126.0325
438,0.3716695,126.40417
439,0.4112157,126.815384
440,0.4208597,127.236244
441,0.40097517,127.63722
442,0.4342233,128.07144
443,0.37247086,128.44391
444,0.37794593,128.82185
445,0.3739059,129.19576
446,0.3911017,129.58685
447,0.36655468,129.95341
448,0.39667878,130.3501
449,0.39339712,130.7435
450,0.3834907,131.12698
451,0.40034598,131.52733
452,0.3720436,131.89937
453,0.33109346,132.23047
454,0.37815416,132.60863
455,0.34222844,132.95085
456,0.36713868,133.318
457,0.4059673,133.72395
458,0.3667422,134.0907
459,0.34993184,134.44063
460,0.3667675,134.80739
461,0.38511476,135.1925
462,0.3558921,135.5484
463,0.4062104,135.9546
464,0.348101,136.3027
465,0.3413627,136.64407
466,0.39447105,137.03854
467,0.3642214,137.40277
468,0.36679575,137.76956
469,0.34866142,138.11823
470,0.3525632,138.4708
471,0.3788713,138.84967
472,0.35049343,139.20016
473,0.33427602,139.53444
474,0.0,139.53444
475,0.0,139.53444
476,0.0,139.53444
477,0.36614308,139.90059
478,0.0,139.90059
479,0.27603614,140.17662
480,0.2778144,140.45444
481,0.29268485,140.74712
482,0.29772383,141.04485
483,0.2848342,141.32968
484,0.29383183,141.62352
485,0.29865375,141.92218
486,0.31351912,142.2357
487,0.318533,142.55423
488,0.3317507,142.88599
489,0.32768682,143.21367
490,0.32468814,143.53836
491,0.31612828,143.85449
492,0.334684,144.18918
493,0.35148138,144.54066
494,0.3295336,144.8702
495,0.0,144.8702
496,0.33696043,145.20715
497,0.35123193,145.55838
498,0.31804255,145.87642
499,0.3462043,146.22263
500,0.33103272,146.55367
501,0.34493604,146.8986
502,0.0,146.8986
503,0.0,146.8986
504,0.32810003,147.2267
505,0.3559205,147.58263
506,0.3595159,147.94214
507,0.36076263,148.3029
508,0.35899985,148.6619
509,0.0,148.6619
510,0.35834515,149.02025
511,0.35356244,149.37381
512,0.35101745,149.72482
513,0.36370844,150.08853
514,0.38322648,150.47176
515,0.39748278,150.86923
516,0.0,150.86923
517,0.39512604,151.26436
518,0.39606062,151.66042
519,0.0,151.66042
520,0.0,151.66042
521,0.0,151.66042
522,0.41451773,152.07494
523,0.3932433,152.46819
524,0.4121459,152.88033
525,0.4121623,153.29248
526,0.40113127,153.69362
527,0.3973547,154.09097
528,0.4138618,154.50484
529,0.39222783,154.89706
530,0.4080375,155.3051
531,0.40918744,155.7143
532,0.41074497,156.12505
533,0.40381604,156.52885
534,0.39291957,156.92177
535,0.4168967,157.33867
536,0.42367607,157.76234
537,0.4119501,158.1743
538,0.41666973,158.59097
539,0.42395183,159.01492
540,0.41446966,159.4294
541,0.40801045,159.8374
542,0.4076762,160.24507
543,0.0,160.24507
544,0.39318234,160.63826
545,0.4124232,161.05069
546,0.38687885,161.43756
547,0.38396826,161.82153
548,0.39603844,162.21758
549,0.39850968,162.61609
550,0.40248486,163.01857
551,0.39599302,163.41457
552,0.3969716,163.81154
553,0.39821053,164.20975
554,0.39339495,164.60315
555,0.3743185,164.97746
556,0.36479354,165.34225
557,0.38994217,165.7322
558,0.38971895,166.12192
559,0.38003573,166.50195
560,0.0,166.50195
561,0.3916667,166.89362
562,0.37619042,167.2698
563,0.34559152,167.6154
564,0.36135638,167.97676
565,0.0,167.97676
566,0.35805783,168.33482
567,0.35680217,168.69162
568,0.0,168.69162
569,0.0,168.69162
570,0.0,168.69162
571,0.0,168.69162
572,0.0,168.69162
573,0.0,168.69162
574,0.0,168.69162
575,0.35752323,169.04915
576,0.32279974,169.37195
577,0.33724287,169.7092
578,0.0,169.7092
579,0.36194015,170.07114
580,0.0,170.07114
581,0.0,170.07114
582,0.0,170.07114
583,0.0,170.07114
584,0.29463887,170.36577
585,0.31616238,170.68193
586,0.33393776,171.01587
587,0.31244448,171.32831
588,0.32547364,171.65378
589,0.34122077,171.995
590,0.31057972,172.30557
591,0.32243687,172.628
592,0.2805976,172.9086
593,0.30576137,173.21436
594,0.31893387,173.5333
595,0.27630538,173.8096
596,0.33956814,174.14917
597,0.0,174.14917
598,0.23241782,174.38159
599,0.26297614,174.64456
600,0.23650363,174.88107
601,0.23365793,175.11473
602,0.0,175.11473
603,0.34388915,175.45862
604,0.34743616,175.80606
605,0.2534089,176.05946
606,0.35064328,176.41011
607,0.36006933,176.77019
608,0.26714796,177.03734
609,0.2725005,177.30984
610,0.0,177.30984
611,0.27184382,177.5817
612,0.2727193,177.85442
613,0.33873856,178.19316
614,0.3570558,178.55022
615,0.29641196,178.84663
616,0.37427154,179.2209
617,0.3448614,179.56577
618,0.38666624,179.95244
619,0.31944042,180.27188
620,0.32162166,180.5935
621,0.0,180.5935
622,0.33141345,180.92493
623,0.40037534,181.3253
624,0.34306717,181.66837
625,0.33211383,182.00047
626,0.32831055,182.32878
627,0.33793136,182.66672
628,0.40488434,183.0716
629,0.33033934,183.40193
630,0.39803928,183.79997
631,0.3340196,184.13399
632,0.32457212,184.45856
633,0.3466404,184.80519
634,0.38861153,185.1938
635,0.38556474,185.57936
636,0.39263058,185.97198
637,0.32426834,186.29625
638,0.3958125,186.69206
639,0.3379052,187.02997
640,0.39864022,187.4286
641,0.38835254,187.81696
642,0.39874274,188.2157
643,0.40071532,188.61641
644,0.35614473,188.97255
645,0.41265672,189.38521
646,0.42053756,189.80574
647,0.41345125,190.2192
648,0.4104677,190.62965
649,0.35613212,190.98578
650,0.41475943,191.40054
651,0.41349435,191.81404
652,0.36069378,192.17473
653,0.42689094,192.60162
654,0.36412117,192.96574
655,0.37761104,193.34335
656,0.36915612,193.71251
657,0.43165094,194.14417
658,0.42408907,194.56825
659,0.42351836,194.99178
660,0.36138085,195.35315
661,0.4057576,195.75891
662,0.40906549,196.16798
663,0.40373576,196.57172
664,0.37798354,196.9497
665,0.4193437,197.36905
666,0.3709527,197.74
667,0.4323,198.1723
668,0.42872244,198.60103
669,0.43352818,199.03456
670,0.38027847,199.41484
671,0.4328507,199.84769
672,0.42831606,200.276
673,0.36993778,200.64594
674,0.42978862,201.07573
675,0.42044616,201.49617
676,0.41554704,201.91171
677,0.37922078,202.29094
678,0.41498783,202.70593
679,0.41956937,203.1255
680,0.43040454,203.55591
681,0.43428385,203.99019
682,0.4276686,204.41786
683,0.4346051,204.85246
684,0.4346959,205.28716
685,0.44644308,205.7336
686,0.38516182,206.11876
687,0.0,206.11876
688,0.42606843,206.54483
689,0.358226,206.90306
690,0.38887772,207.29193
691,0.41950655,207.71144
692,0.4141866,208.12563
693,0.42369238,208.54932
694,0.42353868,208.97285
695,0.42299816,209.39586
696,0.36459848,209.76045
697,0.42261523,210.18307
698,0.43123087,210.6143
699,0.36850208,210.9828
700,0.43254164,211.41534
701,0.38478705,211.80013
702,0.42018855,212.2203
703,0.4215541,212.64186
704,0.4145159,213.05638
705,0.41160294,213.46799
706,0.3595662,213.82756
707,0.41261125,214.24017
708,0.3946347,214.63481
709,0.3507191,214.98553
710,0.40982583,215.39536
711,0.43031847,215.82567
712,0.3869451,216.21262
713,0.438106,216.65073
714,0.40857297,217.0593
715,0.46375248,217.52304
716,0.41069588,217.93373
717,0.37000027,218.30373
718,0.3957237,218.69945
719,0.39510185,219.09454
720,0.40599576,219.50053
721,0.47725996,219.9778
722,0.45819688,220.43599
723,0.41274986,220.84874
724,0.3386412,221.18738
725,0.42067948,221.60806
726,0.0,221.60806
727,0.0,221.60806
728,0.36423966,221.9723
729,0.41156027,222.38387
730,0.4651625,222.84903
731,0.4757035,223.32474
732,0.0,223.32474
733,0.0,223.32474
734,0.37718073,223.70192
735,0.39713073,224.09904
736,0.49654278,224.59558
737,0.45177934,225.04736
738,0.39635295,225.44371
739,0.31829205,225.76201
740,0.3859829,226.148
741,0.0,226.148
742,0.41310045,226.5611
743,0.4449744,227.00607
744,0.4431474,227.44922
745,0.4476443,227.89687
746,0.36876228,228.26562
747,0.45465606,228.72028
748,0.40776345,229.12804
749,0.0,229.12804
750,0.34531298,229.47334
751,0.3499837,229.82333
752,0.31631836,230.13965
753,0.3651264,230.50478
754,0.32798535,230.83276
755,0.35124868,231.184
756,0.35844532,231.54245
757,0.35555014,231.898
758,0.37258565,232.27058
759,0.42182466,232.69241
760,0.42459595,233.117
761,0.38761517,233.50462
762,0.43769732,233.94232
763,0.4450885,234.3874
764,0.43551105,234.82292
765,0.39830986,235.22124
766,0.4018883,235.62312
767,0.4003478,236.02347
768,0.39969093,236.42316
769,0.0,236.42316
770,0.39022014,236.81337
771,0.44056195,237.25394
772,0.43146288,237.6854
773,0.43300077,238.1184
774,0.3803752,238.49876
775,0.4309135,238.92967
776,0.0,238.92967
777,0.0,238.92967
778,0.0,238.92967
779,0.43115816,239.36082
780,0.4349497,239.79578
781,0.3846361,240.18042
782,0.44587222,240.6263
783,0.44612536,241.07242
784,0.4341609,241.50658
785,0.40563574,241.91222
786,0.0,241.91222
787,0.45726264,242.36948
788,0.4692786,242.83876
789,0.0,242.83876
790,0.0,242.83876
791,0.44757348,243.28633
792,0.48372427,243.77005
793,0.43159872,244.20164
794,0.48894408,244.69058
795,0.45449468,245.14508
796,0.44820035,245.59328
797,0.43205518,246.02533
798,0.4917637,246.51709
799,0.49208936,247.00919
800,0.49945927,247.50865
801,0.49873954,248.00739
802,0.5079299,248.51532
803,0.5021197,249.01744
804,0.45294183,249.47038
805,0.50167775,249.97206
806,0.4901715,250.46223
807,0.47039393,250.93263
808,0.4679353,251.40057
809,0.49615327,251.89673
810,0.48689067,252.38362
811,0.4862013,252.86983
812,0.4456103,253.31544
813,0.44321188,253.75865
814,0.44300354,254.20166
815,0.48296717,254.68463
816,0.0,254.68463
817,0.29586992,254.9805
818,0.27767962,255.25818
819,0.28764278,255.54582
820,0.2938955,255.83972
821,0.2932512,256.13297
822,0.27703014,256.41
823,0.28123215,256.69122
824,0.29519302,256.98642
825,0.31764224,257.30408
826,0.31318435,257.61725
827,0.28802294,257.90527
828,0.31799603,258.22327
829,0.30097342,258.52423
830,0.3006831,258.82492
831,0.3101752,259.1351
832,0.30104205,259.43616
833,0.28488463,259.72104
834,0.2897984,260.01083
835,0.28108245,260.29193
836,0.2926912,260.58463
837,0.267086,260.8517
838,0.0,260.8517
839,0.26640087,261.1181
840,0.28841698,261.40652
841,0.28073046,261.68726
842,0.27697432,261.96423
843,0.2779016,262.24213
844,0.24919915,262.49133
845,0.25139105,262.74274
846,0.22857408,262.9713
847,0.265616,263.23694
848,0.24881968,263.48575
849,0.0,263.48575
850,0.39058474,263.87634
851,0.0,263.87634
852,0.28362262,264.15997
853,0.36438456,264.52435
854,0.28116944,264.8055
855,0.36227372,265.1678
856,0.36730146,265.5351
857,0.35445097,265.88956
858,0.3186631,266.20822
859,0.36133224,266.56955
860,0.0,266.56955
861,0.0,266.56955
862,0.30427092,266.8738
863,0.30643848,267.18024
864,0.28528893,267.4655
865,0.32729137,267.79282
866,0.31202945,268.10486
867,0.30949762,268.41437
868,0.31370297,268.72806
869,0.31149587,269.03955
870,0.35233888,269.39188
871,0.35990995,269.7518
872,0.36494336,270.11673
873,0.34144643,270.4582
874,0.37853566,270.83673
875,0.38198185,271.21872
876,0.35873836,271.57745
877,0.3969938,271.97446
878,0.34798953,272.32245
879,0.3679172,272.69037
880,0.41012576,273.1005
881,0.4096662,273.51016
882,0.4192793,273.92944
883,0.0,273.92944
884,0.0,273.92944
885,0.0,273.92944
886,0.39058015,274.32004
887,0.42307734,274.7431
888,0.39483657,275.13794
889,0.42658845,275.5645
890,0.40115374,275.96567
891,0.42630392,276.39197
892,0.4344265,276.8264
893,0.43059906,277.257
894,0.41392863,277.67093
895,0.43047026,278.1014
896,0.40760088,278.509
897,0.4420617,278.95105
898,0.44016162,279.3912
899,0.4351025,279.8263
900,0.41894093,280.24524
901,0.4433874,280.68863
902,0.4195768,281.10822
903,0.4446242,281.55283
904,0.4439769,281.9968
905,0.44739217,282.44418
906,0.44940874,282.8936
907,0.45770597,283.3513
908,0.46596056,283.81726
909,0.43440092,284.25165
910,0.43260396,284.68427
911,0.4633419,285.1476
912,0.45890325,285.6065
913,0.46843067,286.07495
914,0.4558001,286.53076
915,0.46900815,286.99976
916,0.43738526,287.43713
917,0.43950775,287.87665
918,0.4369283,288.31357
919,0.44678387,288.76035
920,0.47553325,289.23587
921,0.46130693,289.69717
922,0.46134767,290.1585
923,0.4618322,290.62033
924,0.45973077,291.08005
925,0.46170837,291.54175
926,0.42836228,291.97012
927,0.44477984,292.41492
928,0.44918397,292.8641
929,0.0,292.8641
930,0.43125027,293.29535
931,0.4563664,293.7517
932,0.4564021,294.2081
933,0.45322964,294.66132
934,0.4328288,295.09415
935,0.44057032,295.53473
936,0.43670544,295.97144
937,0.47023004,296.44165
938,0.4666567,296.9083
939,0.46149442,297.36978
940,0.45604575,297.82584
941,0.42928225,298.25513
942,0.42803654,298.68317
943,0.42518193,299.10834
944,0.45784068,299.5662
945,0.42933556,299.9955
946,0.4628355,300.45834
947,0.4554995,300.91385
948,0.0,300.91385
949,0.0,300.91385
950,0.0,300.91385
951,0.45012563,301.36398
952,0.44759414,301.81158
953,0.41570824,302.2273
954,0.41351703,302.6408
955,0.0,302.6408
956,0.40246728,303.04327
957,0.40852407,303.4518
958,0.0,303.4518
959,0.0,303.4518
960,0.0,303.4518
961,0.4173521,303.86917
962,0.40904903,304.27823
963,0.4416599,304.71988
964,0.0,304.71988
965,0.0,304.71988
966,0.36630028,305.08618
967,0.3541393,305.4403
968,0.25648597,305.6968
969,0.2674601,305.96426
970,0.0,305.96426
971,0.28283635,306.2471
972,0.28915778,306.53625
973,0.2698651,306.80612
974,0.2839726,307.0901
975,0.29605344,307.38614
976,0.30612716,307.69226
977,0.29079905,307.98306
978,0.31318903,308.29626
979,0.29048535,308.58676
980,0.30355728,308.89032
981,0.30804604,309.19836
982,0.30647188,309.50482
983,0.3107775,309.8156
984,0.3003319,310.11594
985,0.3068884,310.42282
986,0.2860113,310.70883
987,0.2878729,310.9967
988,0.29830056,311.295
989,0.3119806,311.607
990,0.30213454,311.90912
991,0.3060012,312.21512
992,0.30848926,312.52362
993,0.3125781,312.8362
994,0.0,312.8362
995,0.31532937,313.15155
996,0.29288366,313.44443
997,0.30386537,313.7483
998,0.31167173,314.05997
999,0.3142039,314.37418
