Iteration,Reward,Accumulative Reward
2073,0.23483929,770.95844
2074,0.23749666,771.1959
2075,0.24287996,771.4388
2076,0.23915575,771.6779
2077,0.24753153,771.9255
2078,0.2346889,772.16016
2079,0.2530134,772.41315
2080,0.2520433,772.66516
2081,0.2630768,772.9282
2082,0.23379806,773.16205
2083,0.2604763,773.42255
2084,0.25114062,773.6737
2085,0.25708705,773.9308
2086,0.25048062,774.1813
2087,0.26278377,774.44403
2088,0.26480725,774.70886
2089,0.26993778,774.9788
2090,0.26851794,775.2473
2091,0.27268624,775.52
2092,0.2764289,775.79645
2093,0.27849373,776.07495
2094,0.2880583,776.36304
2095,0.28128305,776.64435
2096,0.28364968,776.928
2097,0.2782643,777.20624
2098,0.2539073,777.46014
2099,0.2767182,777.7369
2100,0.27272585,778.0096
2101,0.2766776,778.28625
2102,0.27362457,778.5599
2103,0.2780208,778.8379
2104,0.28226095,779.1202
2105,0.25805748,779.37823
2106,0.24582638,779.6241
2107,0.26730993,779.8914
2108,0.2635162,780.1549
2109,0.2645478,780.41943
2110,0.26643527,780.68585
2111,0.25621736,780.9421
2112,0.24639726,781.1885
2113,0.23263267,781.4211
2114,0.23575851,781.65686
2115,0.23942286,781.8963
2116,0.23764111,782.134
2117,0.2394781,782.3735
2118,0.23068771,782.6042
2119,0.22027197,782.82446
2120,0.21944797,783.0439
2121,0.23664683,783.2805
2122,0.23236935,783.5129
2123,0.23137827,783.74426
2124,0.2298425,783.9741
2125,0.2307168,784.20483
2126,0.20665039,784.4115
2127,0.22879855,784.6403
2128,0.23308761,784.8734
2129,0.23013282,785.1035
2130,0.23690946,785.34045
2131,0.24474937,785.5852
2132,0.24057548,785.8258
2133,0.2448471,786.0707
2134,0.25446123,786.32513
2135,0.26470912,786.58984
2136,0.26367298,786.8535
2137,0.26039252,787.1139
2138,0.26554123,787.37946
2139,0.2720692,787.65155
2140,0.27244762,787.924
2141,0.2694747,788.1935
2142,0.26976347,788.46326
2143,0.27099505,788.73425
2144,0.26219502,788.99646
2145,0.26131648,789.25775
2146,0.2585711,789.5163
2147,0.2652398,789.78156
2148,0.2631519,790.0447
2149,0.26031384,790.305
2150,0.2645282,790.5695
2151,0.25694335,790.8265
2152,0.25598425,791.08246
2153,0.25724736,791.3397
2154,0.26606724,791.6058
2155,0.26318386,791.86896
2156,0.2562782,792.12524
2157,0.0,792.12524
2158,0.2579366,792.3832
2159,0.26102602,792.6442
2160,0.268023,792.91223
2161,0.27046493,793.1827
2162,0.27898368,793.4617
2163,0.28851885,793.7502
2164,0.28192306,794.0321
2165,0.2817374,794.31384
2166,0.27809834,794.5919
2167,0.29419768,794.8861
2168,0.29370096,795.1798
2169,0.0,795.1798
2170,0.29695326,795.47675
2171,0.2920131,795.76874
2172,0.0,795.76874
2173,0.0,795.76874
2174,0.30001172,796.0687
2175,0.30799553,796.3767
2176,0.31556556,796.69226
2177,0.3127445,797.005
2178,0.31642118,797.3214
2179,0.30011585,797.6215
2180,0.30905372,797.9306
2181,0.31570613,798.24634
2182,0.30596825,798.5523
2183,0.30946854,798.86176
2184,0.30423543,799.166
2185,0.29589725,799.4619
2186,0.29416463,799.7561
2187,0.2939677,800.05005
2188,0.28566545,800.3357
2189,0.27957729,800.6153
2190,0.2611866,800.87646
2191,0.27222893,801.1487
2192,0.23016225,801.37885
2193,0.25970975,801.63855
2194,0.2607836,801.89935
2195,0.22944817,802.1288
2196,0.24252999,802.37134
2197,0.0,802.37134
2198,0.0,802.37134
2199,0.0,802.37134
2200,0.0,802.37134
2201,0.22479883,802.5961
2202,0.2146531,802.8108
2203,0.21540053,803.0262
2204,0.20859486,803.2348
2205,0.0,803.2348
2206,0.18058747,803.4154
2207,0.18077986,803.5962
2208,0.17965199,803.7758
2209,0.17530413,803.9511
2210,0.15756543,804.1087
2211,0.16333698,804.27203
2212,0.16580783,804.43787
2213,0.15731286,804.59515
2214,0.15895703,804.7541
2215,0.14850816,804.9026
2216,0.0,804.9026
2217,0.24622251,805.1488
2218,0.27228856,805.4211
2219,0.27056515,805.69165
2220,0.27470005,805.9664
2221,0.29210275,806.2585
2222,0.29636362,806.5549
2223,0.29469714,806.84955
2224,0.30231628,807.15186
2225,0.29382828,807.4457
2226,0.29984438,807.74554
2227,0.3108979,808.05646
2228,0.31313965,808.36957
2229,0.31788224,808.68744
2230,0.33118477,809.0186
2231,0.3313046,809.3499
2232,0.32424128,809.67413
2233,0.32047915,809.9946
2234,0.32419175,810.31885
2235,0.3224924,810.64136
2236,0.32297432,810.96436
2237,0.33350363,811.29785
2238,0.33678305,811.63464
2239,0.32691017,811.96155
2240,0.33169252,812.2932
2241,0.34201682,812.63525
2242,0.3431453,812.9784
2243,0.33669573,813.31506
2244,0.3397453,813.6548
2245,0.3511174,814.0059
2246,0.34825,814.3542
2247,0.34879687,814.703
2248,0.36293283,815.0659
2249,0.37243065,815.43835
2250,0.37635058,815.8147
2251,0.3808025,816.1955
2252,0.38874617,816.5842
2253,0.3870055,816.97125
2254,0.39019266,817.36145
2255,0.38782242,817.74927
2256,0.3959645,818.1452
2257,0.4017911,818.547
2258,0.4006932,818.9477
2259,0.4097016,819.3574
2260,0.4108484,819.76825
2261,0.42243314,820.1907
2262,0.43308678,820.6238
2263,0.43145746,821.05524
2264,0.43764034,821.49286
2265,0.43363535,821.9265
2266,0.4370639,822.3636
2267,0.43890816,822.8025
2268,0.44357893,823.2461
2269,0.43525997,823.68134
2270,0.43866414,824.12
2271,0.44295275,824.5629
2272,0.44005448,825.003
2273,0.4492737,825.4523
2274,0.44715297,825.8994
2275,0.45433092,826.35376
2276,0.4540492,826.8078
2277,0.44253743,827.25037
2278,0.45140123,827.7018
2279,0.45247468,828.15424
2280,0.4569492,828.6112
2281,0.45469713,829.0659
2282,0.4563599,829.5223
2283,0.46911383,829.9914
2284,0.47211978,830.4635
2285,0.47537205,830.93884
2286,0.46433493,831.4032
2287,0.47023782,831.8734
2288,0.47416064,832.3476
2289,0.47181895,832.8194
2290,0.47569215,833.2951
2291,0.46678105,833.7619
2292,0.45972788,834.2216
2293,0.45958126,834.6812
2294,0.45493633,835.13617
2295,0.44746944,835.5836
2296,0.4450284,836.0286
2297,0.4439164,836.47253
2298,0.45004582,836.9226
2299,0.4466357,837.36926
2300,0.4512698,837.82056
2301,0.45420656,838.2748
2302,0.45627388,838.7311
2303,0.44190606,839.173
2304,0.4323395,839.6053
2305,0.43746483,840.0427
2306,0.42940852,840.4721
2307,0.41594318,840.88806
2308,0.4182196,841.3063
2309,0.4344761,841.7407
2310,0.43014717,842.1709
2311,0.42486423,842.59576
2312,0.43547598,843.03125
2313,0.4286891,843.45996
2314,0.4324138,843.8924
2315,0.43292752,844.3253
2316,0.42132083,844.74664
2317,0.43371323,845.18036
2318,0.43212584,845.6125
2319,0.43705365,846.04956
2320,0.44134855,846.4909
2321,0.41735446,846.90826
2322,0.42360073,847.33185
2323,0.42406124,847.7559
2324,0.42252472,848.17847
2325,0.40445864,848.58295
2326,0.41671243,848.99963
2327,0.4195841,849.4192
2328,0.40356877,849.82275
2329,0.43356276,850.2563
2330,0.44953677,850.7058
2331,0.45287347,851.1587
2332,0.42604056,851.5847
2333,0.44765612,852.03235
2334,0.3974769,852.4298
2335,0.43852326,852.86835
2336,0.4061582,853.2745
2337,0.4311236,853.7056
2338,0.44008747,854.1457
2339,0.45365262,854.59937
2340,0.45009702,855.04944
2341,0.46318248,855.51263
2342,0.44188884,855.9545
2343,0.0,855.9545
2344,0.34357953,856.2981
2345,0.3476616,856.64575
2346,0.34526506,856.991
2347,0.3466428,857.33765
2348,0.35711655,857.69476
2349,0.33919406,858.03394
2350,0.3617639,858.3957
2351,0.35664475,858.7523
2352,0.30047113,859.0528
2353,0.35539767,859.4082
2354,0.3318637,859.74005
2355,0.36746722,860.10754
2356,0.3648303,860.47235
2357,0.3566497,860.829
2358,0.3630306,861.192
2359,0.35478187,861.5468
2360,0.37068507,861.9175
2361,0.35791644,862.2754
2362,0.36087584,862.6363
2363,0.35370514,862.99
2364,0.3657652,863.3558
2365,0.27497336,863.63074
2366,0.0,863.63074
2367,0.33446297,863.9652
2368,0.33804834,864.3033
2369,0.3380535,864.64136
2370,0.3471716,864.9885
2371,0.3519716,865.3405
2372,0.3665226,865.70703
2373,0.36387548,866.0709
2374,0.37252608,866.4434
2375,0.3119368,866.7554
2376,0.37220857,867.12756
2377,0.36931005,867.4969
2378,0.38881272,867.8857
2379,0.39965612,868.28534
2380,0.41228926,868.69763
2381,0.4041718,869.1018
2382,0.41113317,869.51294
2383,0.41062397,869.9236
2384,0.41738456,870.34094
2385,0.40631118,870.74725
2386,0.40830824,871.1556
2387,0.4125542,871.5681
2388,0.4023722,871.97046
2389,0.4116508,872.3821
2390,0.40553814,872.7876
2391,0.41063324,873.19824
2392,0.41989118,873.6181
2393,0.41656625,874.03467
2394,0.41482395,874.44946
2395,0.42199802,874.87146
2396,0.42039037,875.2919
2397,0.3681266,875.66
2398,0.4186596,876.0786
2399,0.4240227,876.5026
2400,0.4284645,876.9311
2401,0.42159766,877.35266
2402,0.4256891,877.7783
2403,0.39938992,878.17773
2404,0.44003427,878.6178
2405,0.42993468,879.0477
2406,0.43439627,879.4821
2407,0.43269822,879.9148
2408,0.43448123,880.3493
2409,0.44272918,880.79205
2410,0.43085468,881.2229
2411,0.43669376,881.6596
2412,0.4326137,882.0922
2413,0.41036236,882.50256
2414,0.44409472,882.94666
2415,0.41270396,883.3594
2416,0.44094586,883.8003
2417,0.4037357,884.20404
2418,0.3901594,884.5942
2419,0.4234242,885.0176
2420,0.42526183,885.4428
2421,0.4295957,885.8724
2422,0.405997,886.2784
2423,0.4253869,886.7038
2424,0.4252128,887.129
2425,0.42191723,887.55096
2426,0.4298663,887.98083
2427,0.4282687,888.4091
2428,0.4319262,888.84106
2429,0.43319094,889.27423
2430,0.42906272,889.7033
2431,0.42645732,890.12976
2432,0.39665484,890.5264
2433,0.425517,890.95197
2434,0.41324443,891.36523
2435,0.403149,891.7684
2436,0.40749526,892.17584
2437,0.3678404,892.5437
2438,0.4004285,892.94415
2439,0.3931139,893.3373
2440,0.3843542,893.7216
2441,0.36246693,894.0841
2442,0.33190632,894.416
2443,0.37972072,894.7957
2444,0.37580833,895.1715
2445,0.34215045,895.5137
2446,0.35015145,895.86383
2447,0.3782823,896.2421
2448,0.38356745,896.6257
2449,0.38548556,897.01117
2450,0.3735528,897.3847
2451,0.38660344,897.7713
2452,0.3656333,898.13696
2453,0.373892,898.51086
2454,0.3738637,898.8847
2455,0.37081808,899.2555
2456,0.34409118,899.5996
2457,0.37361935,899.9732
2458,0.3625763,900.33575
2459,0.37366316,900.7094
2460,0.37377384,901.0832
2461,0.3726663,901.4559
2462,0.3743448,901.8302
2463,0.3610282,902.1912
2464,0.37545082,902.56665
2465,0.3620535,902.9287
2466,0.37192175,903.30066
2467,0.3725,903.67316
2468,0.35179332,904.02496
2469,0.38925117,904.4142
2470,0.3835106,904.79767
2471,0.3848519,905.1825
2472,0.39133364,905.57385
2473,0.38243312,905.9563
2474,0.3685885,906.3249
2475,0.37884814,906.70374
2476,0.39463916,907.0984
2477,0.39632672,907.4947
2478,0.3989877,907.8937
2479,0.0,907.8937
2480,0.0,907.8937
2481,0.37863433,908.27234
2482,0.36954904,908.6419
2483,0.3678361,909.00977
2484,0.0,909.00977
2485,0.0,909.00977
2486,0.36744016,909.3772
2487,0.36841553,909.7456
2488,0.3553372,910.10095
2489,0.3983561,910.4993
2490,0.35815212,910.8575
2491,0.3979678,911.25543
2492,0.36942634,911.6249
2493,0.31406137,911.93896
2494,0.36823577,912.3072
2495,0.39496797,912.70215
2496,0.0,912.70215
2497,0.31331,913.01544
2498,0.36967772,913.38513
2499,0.37139955,913.75653
2500,0.35099408,914.10754
2501,0.33912346,914.44666
2502,0.0,914.44666
2503,0.3420343,914.7887
2504,0.37755603,915.16626
2505,0.34327266,915.5095
2506,0.3658706,915.87537
2507,0.3368884,916.2123
2508,0.3717043,916.584
2509,0.3069986,916.891
2510,0.38266093,917.2737
2511,0.36923262,917.64294
2512,0.31761914,917.9606
2513,0.3185277,918.2791
2514,0.3551437,918.6343
2515,0.36425766,918.99854
2516,0.33412808,919.33264
2517,0.3036617,919.6363
2518,0.35776898,919.9941
2519,0.29811355,920.2922
2520,0.35195446,920.6441
2521,0.33839607,920.9825
2522,0.32069474,921.30316
2523,0.3528919,921.65607
2524,0.34234202,921.9984
2525,0.36997816,922.3684
2526,0.35014912,922.71857
2527,0.36950335,923.0881
2528,0.3327249,923.4208
2529,0.37476876,923.79553
2530,0.37682295,924.17236
2531,0.3649062,924.5373
2532,0.30384836,924.8411
2533,0.37335226,925.2145
2534,0.37163615,925.5861
2535,0.35230428,925.9384
2536,0.33089516,926.2693
2537,0.32254758,926.59186
2538,0.35804763,926.9499
2539,0.3556137,927.3055
2540,0.3351534,927.6406
2541,0.3358144,927.97644
2542,0.0,927.97644
2543,0.3377749,928.3142
2544,0.3450323,928.65924
2545,0.35216308,929.0114
2546,0.0,929.0114
2547,0.0,929.0114
2548,0.34438735,929.3558
2549,0.0,929.3558
2550,0.35304072,929.7088
2551,0.3453766,930.0542
2552,0.34496853,930.3992
2553,0.34763497,930.7468
2554,0.3390787,931.0859
2555,0.33468458,931.42053
2556,0.33393514,931.75446
2557,0.3421485,932.0966
2558,0.34719476,932.4438
2559,0.34078664,932.78455
2560,0.33568686,933.12024
2561,0.30322853,933.42346
2562,0.3389811,933.76245
2563,0.33212397,934.0946
2564,0.3315682,934.42615
2565,0.3335842,934.7597
2566,0.33233657,935.09204
2567,0.33524385,935.4273
2568,0.3307721,935.75806
2569,0.30815735,936.0662
2570,0.334273,936.4005
2571,0.32533413,936.7258
2572,0.32571992,937.0516
2573,0.2903879,937.342
2574,0.32496127,937.66693
2575,0.31678933,937.9837
2576,0.31539842,938.2991
2577,0.30953223,938.6086
2578,0.3053987,938.914
2579,0.3019864,939.216
2580,0.2982175,939.5142
2581,0.29027545,939.8045
2582,0.28670684,940.0912
2583,0.2780759,940.36926
2584,0.2736137,940.6429
2585,0.26654798,940.9094
2586,0.2573247,941.16675
2587,0.2562555,941.423
2588,0.0,941.423
2589,0.33061397,941.7536
2590,0.33140382,942.085
2591,0.33748305,942.4225
2592,0.34800696,942.7705
2593,0.35127944,943.12177
2594,0.36813176,943.48987
2595,0.3663723,943.85626
2596,0.364819,944.22107
2597,0.36813232,944.5892
2598,0.34980956,944.93896
2599,0.39092258,945.3299
2600,0.40104702,945.73096
2601,0.40553007,946.1365
2602,0.40878516,946.5453
2603,0.40035093,946.9456
2604,0.39752603,947.34314
2605,0.404702,947.74786
2606,0.4024958,948.1503
2607,0.3969615,948.5473
2608,0.3825422,948.9299
2609,0.3936229,949.3235
2610,0.3805136,949.704
2611,0.392456,950.09644
2612,0.39032727,950.48676
2613,0.36821625,950.855
2614,0.3719255,951.2269
2615,0.40107667,951.628
2616,0.40095535,952.02893
2617,0.40437606,952.4333
2618,0.40433976,952.83765
2619,0.40268525,953.24036
2620,0.41341147,953.65375
2621,0.42164984,954.0754
2622,0.42231974,954.4977
2623,0.40201303,954.8997
2624,0.42306814,955.3228
2625,0.42159516,955.7444
2626,0.42009687,956.1645
2627,0.42516613,956.58966
2628,0.40957472,956.9992
2629,0.4190408,957.4183
2630,0.43711245,957.8554
2631,0.44789347,958.3033
2632,0.44981104,958.7531
2633,0.45093903,959.20404
2634,0.44763842,959.6517
2635,0.46012563,960.1118
2636,0.43848208,960.5503
2637,0.4255904,960.9759
2638,0.45581418,961.4317
2639,0.46753427,961.89923
2640,0.46546713,962.3647
2641,0.4224284,962.7871
2642,0.46831965,963.25543
2643,0.46909046,963.72455
2644,0.4768214,964.20135
2645,0.47539258,964.67676
2646,0.4382422,965.115
2647,0.4637597,965.57874
2648,0.46255383,966.04126
2649,0.4857289,966.527
2650,0.49156445,967.01855
2651,0.5065933,967.52515
2652,0.50694525,968.0321
2653,0.48000747,968.5121
2654,0.5162875,969.0284
2655,0.5108771,969.53925
2656,0.5136175,970.05286
2657,0.5114018,970.5643
2658,0.48589966,971.0502
2659,0.50413775,971.5543
2660,0.49473137,972.0491
2661,0.45036504,972.49945
2662,0.49294537,972.9924
2663,0.48720068,973.47955
2664,0.4810692,973.96063
2665,0.48797488,974.4486
2666,0.48114774,974.92975
2667,0.47375143,975.4035
2668,0.48552316,975.88904
2669,0.4744587,976.3635
2670,0.49582627,976.8594
2671,0.4657806,977.32513
2672,0.49699685,977.82214
2673,0.49517214,978.3173
2674,0.47362652,978.79095
2675,0.4942318,979.28516
2676,0.45618877,979.74133
2677,0.49273074,980.2341
2678,0.0,980.2341
2679,0.0,980.2341
2680,0.49609676,980.73016
2681,0.467029,981.1972
2682,0.4860526,981.6832
2683,0.4851009,982.16833
2684,0.49252102,982.6608
2685,0.4929986,983.1538
2686,0.48654085,983.6403
2687,0.4888251,984.12915
2688,0.48705116,984.6162
2689,0.48012117,985.0963
2690,0.4714124,985.56775
2691,0.4636405,986.0314
2692,0.39580253,986.4272
2693,0.4704117,986.8976
2694,0.46999404,987.36755
2695,0.47385776,987.84143
2696,0.47040018,988.3118
2697,0.48063716,988.7925
2698,0.47089142,989.26337
2699,0.47028714,989.73364
2700,0.45759037,990.1912
2701,0.44444674,990.6357
2702,0.4669603,991.10266
2703,0.46725184,991.5699
2704,0.45516714,992.025
2705,0.44755876,992.4726
2706,0.40164015,992.8742
2707,0.383919,993.2581
2708,0.4435076,993.7016
2709,0.36683393,994.0684
2710,0.0,994.0684
2711,0.31059667,994.379
2712,0.31373408,994.69275
2713,0.3092306,995.00195
2714,0.3079382,995.3099
2715,0.31827956,995.6282
2716,0.31564412,995.94385
2717,0.31466755,996.25854
2718,0.31812027,996.57666
2719,0.3305007,996.90717
2720,0.32374248,997.2309
2721,0.31723452,997.54816
2722,0.32819858,997.87634
2723,0.3252551,998.2016
2724,0.33495173,998.53656
2725,0.34008747,998.87665
2726,0.33323655,999.2099
2727,0.32585707,999.53577
2728,0.3306935,999.86646
2729,0.330514,1000.19696
2730,0.3262251,1000.5232
2731,0.32636887,1000.84955
2732,0.3258297,1001.17535
2733,0.3196704,1001.495
2734,0.33336648,1001.82837
2735,0.3369468,1002.16534
2736,0.33051437,1002.49585
2737,0.3266713,1002.8225
2738,0.3309384,1003.15344
2739,0.33530518,1003.4888
2740,0.3310819,1003.8198
2741,0.34785548,1004.16766
2742,0.33734125,1004.505
2743,0.3393683,1004.84436
2744,0.33885434,1005.1832
2745,0.35137382,1005.5346
2746,0.34727463,1005.8819
2747,0.3576863,1006.23956
2748,0.3631496,1006.6027
2749,0.36301047,1006.96576
2750,0.37121037,1007.337
2751,0.36340675,1007.7004
2752,0.3639094,1008.0643
2753,0.37648243,1008.44073
2754,0.3694997,1008.81024
2755,0.3686896,1009.17896
2756,0.38052532,1009.5595
2757,0.37190163,1009.9314
2758,0.3770106,1010.3084
2759,0.37343687,1010.6818
2760,0.38140193,1011.06323
2761,0.37544644,1011.43866
2762,0.38175628,1011.82043
2763,0.38324413,1012.2037
2764,0.3805468,1012.5842
2765,0.3781762,1012.9624
2766,0.3904687,1013.35284
2767,0.3918047,1013.7446
2768,0.39119446,1014.1358
2769,0.39002573,1014.5258
2770,0.36767584,1014.8935
2771,0.37930775,1015.2728
2772,0.37265214,1015.6455
2773,0.3632611,1016.0088
2774,0.3676649,1016.37646
2775,0.36640543,1016.74286
2776,0.3631529,1017.106
2777,0.36617836,1017.47217
2778,0.35921994,1017.83136
2779,0.351849,1018.1832
2780,0.34967837,1018.5329
2781,0.35671562,1018.8896
2782,0.34049672,1019.2301
2783,0.0,1019.2301
2784,0.3424002,1019.5725
2785,0.34506145,1019.91754
2786,0.0,1019.91754
2787,0.33037436,1020.2479
2788,0.33998835,1020.5879
2789,0.33875307,1020.92664
2790,0.33101115,1021.2576
2791,0.33882365,1021.59644
2792,0.33682728,1021.9333
2793,0.33251828,1022.2658
2794,0.34058085,1022.6064
2795,0.34678105,1022.9532
2796,0.34398305,1023.2972
2797,0.34350467,1023.6407
2798,0.3463024,1023.987
2799,0.3526294,1024.3396
2800,0.34694147,1024.6865
2801,0.35048032,1025.037
2802,0.35385883,1025.3909
2803,0.3645904,1025.7555
2804,0.34818038,1026.1036
2805,0.3652657,1026.4689
2806,0.36088413,1026.8297
2807,0.35991538,1027.1896
2808,0.36730602,1027.5569
2809,0.36736196,1027.9242
2810,0.37912303,1028.3033
2811,0.38092592,1028.6843
2812,0.38874143,1029.0731
2813,0.3742207,1029.4474
2814,0.40183142,1029.8492
2815,0.39569595,1030.245
2816,0.38757443,1030.6326
2817,0.37805107,1031.0106
2818,0.3539681,1031.3646
2819,0.3898879,1031.7545
2820,0.0,1031.7545
2821,0.3764611,1032.131
2822,0.37451738,1032.5055
2823,0.3804107,1032.8859
2824,0.35323325,1033.2391
2825,0.36622718,1033.6053
2826,0.37960288,1033.985
2827,0.0,1033.985
2828,0.0,1033.985
2829,0.38436034,1034.3694
2830,0.3759584,1034.7454
2831,0.38452163,1035.1299
2832,0.3829599,1035.5128
2833,0.0,1035.5128
2834,0.31369433,1035.8265
2835,0.25418505,1036.0807
2836,0.0,1036.0807
2837,0.3684774,1036.4492
2838,0.36689174,1036.8162
2839,0.36968312,1037.1858
2840,0.36265054,1037.5485
2841,0.37613115,1037.9246
2842,0.37099016,1038.2955
2843,0.37869865,1038.6742
2844,0.3876082,1039.0618
2845,0.32641357,1039.3882
2846,0.392744,1039.7809
2847,0.36231083,1040.1432
2848,0.40216184,1040.5454
2849,0.40140548,1040.9468
2850,0.3871896,1041.334
2851,0.4031822,1041.7372
2852,0.33298352,1042.0702
2853,0.3905265,1042.4607
2854,0.39354268,1042.8542
2855,0.3998798,1043.2542
2856,0.33131948,1043.5854
2857,0.40286615,1043.9883
2858,0.40768018,1044.396
2859,0.3288068,1044.7249
2860,0.40421212,1045.129
2861,0.3893005,1045.5183
2862,0.39166212,1045.9099
2863,0.36504018,1046.2749
2864,0.3573812,1046.6323
2865,0.38826764,1047.0206
2866,0.36754128,1047.3882
2867,0.3988687,1047.7871
2868,0.3479707,1048.1351
2869,0.35368073,1048.4888
2870,0.39948753,1048.8883
2871,0.40280566,1049.2911
2872,0.34405267,1049.6351
2873,0.32901466,1049.9641
2874,0.3512874,1050.3154
2875,0.40745214,1050.7229
2876,0.3839422,1051.1068
2877,0.3892767,1051.4961
2878,0.36794573,1051.864
2879,0.3958616,1052.2599
2880,0.41772008,1052.6776
2881,0.42557728,1053.1031
2882,0.42231718,1053.5255
2883,0.42149246,1053.947
2884,0.4350276,1054.3821
2885,0.4362873,1054.8184
2886,0.387681,1055.206
2887,0.4385274,1055.6445
2888,0.43385547,1056.0784
2889,0.4395359,1056.518
2890,0.4460112,1056.964
2891,0.41947123,1057.3834
2892,0.4379844,1057.8214
2893,0.45602512,1058.2775
2894,0.0,1058.2775
2895,0.29927322,1058.5768
2896,0.30467948,1058.8815
2897,0.30880246,1059.1903
2898,0.3215577,1059.5118
2899,0.33277106,1059.8446
2900,0.34010044,1060.1847
2901,0.34367558,1060.5283
2902,0.33877623,1060.8671
2903,0.3391144,1061.2062
2904,0.3633718,1061.5696
2905,0.34243318,1061.912
2906,0.3666755,1062.2787
2907,0.36864376,1062.6473
2908,0.36765555,1063.015
2909,0.37185666,1063.3868
2910,0.38492557,1063.7717
2911,0.3694972,1064.1412
2912,0.37562117,1064.5168
2913,0.37347886,1064.8904
2914,0.36622894,1065.2566
2915,0.3666012,1065.6232
2916,0.36517859,1065.9884
2917,0.36372572,1066.3522
2918,0.37358767,1066.7257
2919,0.3721749,1067.0979
2920,0.37572718,1067.4736
2921,0.3749578,1067.8486
2922,0.3510547,1068.1997
2923,0.35561663,1068.5553
2924,0.3683325,1068.9236
2925,0.3735,1069.2971
2926,0.37862018,1069.6758
2927,0.37476403,1070.0505
2928,0.3772159,1070.4277
2929,0.38021192,1070.808
2930,0.37802866,1071.186
2931,0.37972468,1071.5658
2932,0.3796344,1071.9454
2933,0.3846013,1072.3301
2934,0.38371617,1072.7137
2935,0.38874894,1073.1025
2936,0.38657707,1073.4891
2937,0.39704025,1073.8862
2938,0.38827533,1074.2745
2939,0.37573627,1074.6503
2940,0.39306578,1075.0433
2941,0.39533433,1075.4387
2942,0.39759493,1075.8363
2943,0.39460045,1076.231
2944,0.38005114,1076.611
2945,0.39930734,1077.0103
2946,0.39907262,1077.4093
2947,0.4130425,1077.8224
2948,0.41297853,1078.2354
2949,0.40539837,1078.6407
2950,0.3821715,1079.023
2951,0.40100113,1079.424
2952,0.40268534,1079.8267
2953,0.3996845,1080.2263
2954,0.39781216,1080.6241
2955,0.39849785,1081.0226
2956,0.39719865,1081.4198
2957,0.39986217,1081.8197
2958,0.3885562,1082.2083
2959,0.39777762,1082.6061
2960,0.38601005,1082.9921
2961,0.38144058,1083.3735
2962,0.38411963,1083.7577
2963,0.38411942,1084.1418
2964,0.38164404,1084.5234
2965,0.38197663,1084.9054
2966,0.3927597,1085.2981
2967,0.38905832,1085.6871
2968,0.3949181,1086.082
2969,0.38198996,1086.464
2970,0.38499343,1086.849
2971,0.3786499,1087.2277
2972,0.3812844,1087.6089
2973,0.38808036,1087.997
2974,0.39028627,1088.3872
2975,0.38665673,1088.7738
2976,0.3749917,1089.1488
2977,0.38160434,1089.5304
2978,0.37875754,1089.9092
2979,0.38082972,1090.29
2980,0.369938,1090.66
2981,0.37137634,1091.0314
2982,0.37517473,1091.4065
2983,0.37392738,1091.7804
2984,0.3674077,1092.1478
2985,0.37027022,1092.5181
2986,0.3610103,1092.879
2987,0.37490514,1093.2539
2988,0.37025076,1093.6241
2989,0.36003894,1093.9841
2990,0.36967516,1094.3538
2991,0.3556079,1094.7094
2992,0.3675562,1095.0769
2993,0.36359122,1095.4406
2994,0.3690422,1095.8096
2995,0.37083733,1096.1804
2996,0.36382765,1096.5442
2997,0.3746813,1096.9188
2998,0.37426034,1097.2931
2999,0.37968135,1097.6727
3000,0.37849274,1098.0513
3001,0.3624301,1098.4137
3002,0.36748987,1098.7811
3003,0.3269311,1099.108
3004,0.37436488,1099.4824
3005,0.377815,1099.8602
3006,0.38419175,1100.2444
3007,0.39050063,1100.6349
3008,0.3660168,1101.0009
3009,0.3863556,1101.3872
3010,0.38868484,1101.7759
3011,0.3739573,1102.1498
3012,0.37871617,1102.5284
3013,0.38442844,1102.9128
3014,0.36256284,1103.2754
3015,0.37773404,1103.6531
3016,0.38539013,1104.0385
3017,0.0,1104.0385
3018,0.37050083,1104.4089
3019,0.3652491,1104.7742
3020,0.36234257,1105.1365
3021,0.36836818,1105.5049
3022,0.36513692,1105.87
3023,0.37378404,1106.2438
3024,0.37796986,1106.6217
3025,0.38743052,1107.0092
3026,0.32088602,1107.3301
3027,0.3830478,1107.7131
3028,0.3946939,1108.1078
3029,0.41042766,1108.5182
3030,0.39945626,1108.9176
3031,0.40332624,1109.3209
3032,0.37380114,1109.6947
3033,0.40043896,1110.0951
3034,0.34641254,1110.4415
3035,0.31921735,1110.7607
3036,0.41091475,1111.1716
3037,0.40619078,1111.5779
3038,0.4172151,1111.9951
3039,0.34256956,1112.3376
3040,0.3897947,1112.7274
3041,0.41350412,1113.1409
3042,0.42319804,1113.5641
3043,0.4347909,1113.9989
3044,0.4342646,1114.4331
3045,0.4393395,1114.8724
3046,0.44445392,1115.3169
3047,0.43750587,1115.7544
3048,0.4401005,1116.1945
3049,0.35535234,1116.5498
3050,0.0,1116.5498
3051,0.28601682,1116.8358
3052,0.292333,1117.1282
3053,0.29638126,1117.4246
3054,0.30388826,1117.7284
3055,0.2935011,1118.0219
3056,0.29325873,1118.3151
3057,0.29849553,1118.6135
3058,0.31114557,1118.9247
