Episode,Accumulative Reward,Length,Avg Cost,Avg Renewables Wasted
1,5.638036787509918,8,363187.66,3404.7531394958496
2,11.52449917793274,17,497396.0235294117,4987.124305276309
3,0.0,1,478444.87999999995,0.0
4,7.871046721935272,12,504581.1600000001,6126.383548736572
5,25.522728979587555,36,482379.0900000001,3278.703956604004
6,11.599168598651886,17,489400.22352941177,2805.3247200460996
7,23.74927443265915,34,498935.42470588227,4782.571295794319
8,35.87978744506836,50,477041.3064,3857.261937561035
9,0.0,1,472633.60000000003,0.0
10,21.13700121641159,30,482761.728,2757.449395751953
11,25.489688098430634,36,483915.0944444445,3044.066698074341
12,40.114431738853455,56,482118.71642857126,2935.484059197562
13,21.69491744041443,31,492645.338064516,5415.974683700069
14,2.909383177757263,5,482969.288,2982.7758911132814
15,13.014135599136353,19,492495.9684210527,6146.053036338405
16,12.356734871864319,18,485792.94444444444,3412.6377487182617
17,0.0,1,472079.48,0.0
18,23.90122777223587,34,490745.96470588224,4939.873400519876
19,26.085964739322662,37,490229.7902702703,4729.765772639094
20,27.718060076236725,39,481845.3805128203,3072.91727740948
21,47.64337360858917,66,475788.7515151516,1423.5761677135122
22,25.398452937602997,36,488453.34888888896,4532.0865478515625
23,5.752318859100342,9,497526.0266666667,7033.048431396484
24,0.0,1,470816.83999999997,0.0
25,8.518250405788422,13,513476.84615384624,12240.218733567457
26,11.683044254779816,17,480124.4823529411,2662.3914803897633
27,52.27125072479248,73,488076.2443835616,2910.3766140872485
28,50.239641547203064,70,484335.0177142859,3846.759138924735
29,5.803343594074249,9,487146.18222222227,4202.624664306641
30,2.185502350330353,4,481211.25999999995,2779.46720123291
31,23.885046422481537,34,491533.522352941,4352.80012287813
32,60.30010336637497,84,487171.3252380951,4051.3460181100027
33,5.746479392051697,9,498609.7244444444,7203.279357910156
34,34.97073411941528,49,483440.1477551019,3276.3939075080716
35,2.8252580761909485,5,512839.02400000003,11280.802862548828
36,26.975385904312134,38,482476.18842105253,2938.502038252981
37,21.081102430820465,30,486101.536,4208.0943626403805
38,50.4034389257431,70,480169.75428571436,1477.1623780386788
39,55.30305218696594,77,485125.0987012987,2648.487445583591
40,53.296484529972076,74,480857.69081081066,2819.7786989469787
41,14.310604393482208,21,505320.95238095237,9836.827802385602
42,7.88605409860611,12,501579.4366666667,7133.399299621582
43,24.867099165916443,35,478548.88914285717,5651.320589773995
44,60.36988168954849,83,470063.9281927711,3438.5199081237056
45,9.421406090259552,14,489284.8057142858,4820.851161411831
46,28.453520715236664,40,481643.74399999995,2990.25856590271
47,2.1086490154266357,4,514577.45,12098.279800415039
48,57.82402640581131,81,493689.1940740743,3522.0203035142686
49,9.428771436214447,14,530929.7257142857,4076.9884643554688
50,6.364241510629654,14,914341.4514285715,2557.5648454938614
51,2.8554714918136597,7,938903.9885714286,9974.092522757393
52,0.0,1,1186035.92,0.0
53,2.9497097730636597,9,1109769.9466666668,8951.783386230469
54,1.2938516438007355,4,953978.0599999999,15637.196983337402
55,0.0,1,962939.9199999999,0.0
56,0.43502023816108704,2,983607.7200000001,9274.294555664062
57,0.0,1,893861.8400000001,0.0
58,0.47648748755455017,2,976271.84,5363.680847167969
59,0.0,1,1060174.48,0.0
60,1.2719054520130157,4,984737.7599999999,3275.9379959106445
61,17.08577573299408,28,664825.9214285713,4115.89850970677
62,0.8840945363044739,3,995272.1333333333,15535.738220214844
63,2.2137684524059296,6,995320.9866666667,12361.600936889648
64,0.8655780553817749,3,1013209.52,7655.645324707031
65,0.8307185769081116,3,1076402.7466666666,8903.13638305664
66,0.34364429116249084,2,1045442.96,6270.9130783081055
67,0.0,1,955246.56,0.0
68,0.0,1,980731.6799999999,0.0
69,0.0,1,938511.6,0.0
70,0.0,1,1040394.96,0.0
71,2.518017202615738,7,1043342.1371428573,10806.700247628349
72,9.066120028495789,19,898498.4336842104,2485.5522380628086
73,40.694577008485794,68,703359.4970588232,2771.6893242106717
74,1.3810359835624695,4,949466.9600000001,5507.489547729492
75,0.0,1,993209.44,0.0
76,0.8994950950145721,3,1029478.6933333335,4238.794647216797
77,0.7162341773509979,3,1082624.7466666666,7858.518310546875
78,1.3961304724216461,4,968592.7600000001,8608.955863952637
79,0.0,1,1017801.2,0.0
80,0.0,1,852157.52,0.0
81,1.0138104557991028,3,930986.3999999999,6674.83447265625
82,3.2002857327461243,8,951634.7099999998,5338.156517028809
83,0.0,1,1060968.1600000001,0.0
84,3.1239722669124603,8,958816.33,5427.158168792725
85,0.0,1,1033110.0,0.0
86,1.216388314962387,4,1041056.1199999999,15256.456924438477
87,2.271231234073639,6,946822.5866666666,10696.986831665039
88,0.0,1,984114.72,0.0
89,0.0,1,1223419.2799999998,0.0
90,68.60677590966225,115,712032.2368695653,3064.015992239247
91,1.7618392705917358,5,986421.4399999998,14289.243200683593
92,1.9106336832046509,5,944409.6959999998,10441.759075927734
93,0.0,1,953115.76,0.0
94,0.9069560170173645,3,1020769.84,10396.515380859375
95,5.882754147052765,14,946835.6771428572,2297.4699080330984
96,40.44388920068741,61,580727.3042622952,2111.380448388272
97,0.0,1,576618.8,0.0
98,2.6087620854377747,5,611275.84,9903.613952636719
99,2.009496510028839,4,585428.9,2119.0042419433594
100,5.959503531455994,10,599278.572,6844.7119812011715
101,8.658521234989166,14,593659.2171428571,5319.832959856306
102,0.0,1,577034.8,0.0
103,53.521058559417725,81,589608.9649382714,3337.13279554579
104,1.3239418864250183,3,594546.36,5255.607696533203
105,0.0,1,576076.6,0.0
106,6.42465752363205,11,631535.2145454545,14928.484605268999
107,3.9410645961761475,7,606170.6228571428,8623.387573242188
108,0.0,1,574067.68,0.0
109,13.291415274143219,21,596562.5961904763,5590.608646937779
110,0.0,1,576824.0800000001,0.0
111,26.21826261281967,40,583780.1250000002,3429.3227920532227
112,0.0,1,576579.32,0.0
113,3.3159955739974976,6,597777.04,5288.63639831543
114,9.006255388259888,15,631433.4799999999,15384.83682861328
115,44.392266154289246,67,583294.5534328358,2716.5376746334246
116,0.0,1,575793.88,0.0
117,22.5154567360878,35,601268.4022857142,6782.389264787947
118,18.653896510601044,29,594158.2593103447,4773.2906704606685
119,69.34369248151779,104,582227.5146153846,2316.895425796509
120,0.0,1,572883.84,0.0
121,0.0,1,575655.92,0.0
122,0.0,1,574083.2,0.0
123,0.0,1,574555.8,0.0
124,0.0,1,574395.4400000001,0.0
125,2.6699298620224,5,589286.296,3915.3393127441404
126,15.202972114086151,24,602762.3933333334,7013.4153842926025
127,0.667349100112915,2,582014.02,2864.318389892578
128,7.9832683801651,13,594780.0984615384,6376.742459810697
129,0.0,1,576104.2,0.0
130,4.607922077178955,8,604676.78,7884.068630218506
131,3.189382016658783,6,633849.0733333332,15860.44985961914
132,0.6541548371315002,2,594891.4199999999,5635.153015136719
133,7.270589292049408,12,601644.8799999999,7943.7097091674805
134,67.10583698749542,102,597793.2309803921,3170.608518488267
135,15.46935921907425,24,583161.6016666666,2298.958113670349
136,13.930984079837799,22,598649.6763636365,5827.059385819869
137,7.299583375453949,12,597425.62,6010.838882446289
138,0.0,1,575046.36,0.0
139,2.6565428376197815,5,593111.808,5568.146685791015
140,5.287828028202057,9,600715.7377777777,7709.513671875
141,0.0,1,762555.52,0.0
142,2.8934618830680847,6,747272.4400000001,3364.737350463867
143,0.0,1,617061.76,0.0
144,1.289693534374237,3,631861.5333333333,4371.541900634766
145,2.4947997331619263,5,688247.64,7899.654309082031
146,2.9107258319854736,6,720351.7799999999,6047.776336669922
147,0.0,1,784019.84,0.0
148,1.0856695175170898,3,706586.5866666668,6156.507019042969
149,0.0,1,839299.12,0.0
150,1.0394300818443298,3,825436.6133333333,7085.197082519531
151,0.5614086389541626,2,715724.74,5022.757919311523
152,1.9334944486618042,4,616000.0,977.7697448730469
153,0.0,1,705175.2000000001,0.0
154,0.0,1,756936.48,0.0
155,14.848305225372314,24,633438.0616666666,4264.991804122925
156,0.0,1,731577.6,0.0
157,15.053966403007507,24,619912.7749999999,7247.48338508606
158,7.474980294704437,13,673305.036923077,10057.572351308969
159,0.0,1,798607.6799999999,0.0
160,0.0,1,656963.4,0.0
161,5.640532314777374,10,691277.3559999999,10573.853494262696
162,4.142273336648941,9,838212.7599999999,6239.0386962890625
163,0.0,1,479656.64,0.0
164,0.0,1,616674.32,0.0
165,0.0,1,788028.96,0.0
166,0.0,1,619026.3200000001,0.0
167,0.0,1,887034.88,0.0
168,10.83756697177887,19,707588.7494736845,9127.925917776007
169,32.53661698102951,48,551647.5450000002,3448.2132711410522
170,4.314831852912903,8,689642.02,4812.779354095459
171,21.780972599983215,33,572661.4545454547,2594.5740300958805
172,5.731473088264465,10,638249.3400000001,3980.4211669921874
173,0.0,1,655092.64,0.0
174,7.136418342590332,12,643890.1333333333,9537.430618286133
175,1.07761949300766,3,794951.7066666665,2997.64599609375
176,1.1185088753700256,3,737955.92,7894.039489746094
177,1.8217739462852478,4,687499.49,14236.935012817383
178,76.87850564718246,109,516459.2741284405,2961.516008114596
179,0.5112879872322083,2,836452.72,7862.765350341797
180,2.138768970966339,5,805395.2320000001,10310.481518554687
181,1.139533281326294,3,759118.0,16753.011291503906
182,47.584226071834564,70,556994.6948571429,3010.3805550711495
183,1.0527257323265076,3,804642.2400000001,5512.9185791015625
184,6.953805863857269,12,651040.5233333332,3395.9599685668945
185,0.0,1,802828.9600000001,0.0
186,1.6044175624847412,4,769550.27,8398.506706237793
187,1.9916812181472778,4,559093.93,5988.218101501465
188,20.621345698833466,28,422163.64714285714,3112.6903708321706
189,24.66908323764801,33,408286.5175757575,2765.8123585094104
190,6.180831015110016,9,413751.81333333335,4177.459030151367
191,55.72193658351898,71,365339.9092957746,2528.3782074350706
192,4.329533517360687,7,495890.29142857145,2957.3917367117747
193,39.08481502532959,51,390270.4960784314,1669.8360833560719
194,18.483154833316803,25,411878.8272,2582.8854510498045
195,17.787307679653168,25,462417.81440000003,2332.7774725341797
196,0.0,1,472140.36,0.0
197,18.687778770923615,26,451647.936923077,2382.22583594689
