Episode,Accumulative Reward,Length,Avg Cost,Avg Renewables Utilization
0,48.53844329714775,126,324346.35666666663,51.653083807110434
1,0.4385199546813965,2,304295.87000000005,33.333333333333336
2,20.940152913331985,49,304586.47142857156,27.452132194216357
3,38.91329935193062,95,316533.94610526314,35.36280961342035
4,57.195452839136124,139,304694.3989928058,55.87235546508547
5,63.31029310822487,156,291116.9297435897,57.22742410172792
6,135.84814321994781,359,306952.05927576625,48.59675469897675
7,5.526898741722107,15,324490.744,28.015891391052534
8,1.1278291940689087,4,331971.335,21.809621594397875
9,58.987455040216446,125,267924.97248,50.64841694069737
10,16.861379027366638,40,301056.5515,28.158957524333395
11,67.94516059756279,135,265894.34992592596,52.02461998489559
12,0.0,1,292872.60000000003,33.333333333333336
13,13.46262875199318,32,305432.70437500003,24.377369714028646
14,205.98643612861633,517,317888.13601547375,58.03913752841678
15,147.92818889021873,382,322895.18664921465,49.463725094867904
16,166.92555385828018,419,314989.65761336515,55.04981337784474
17,48.945537090301514,120,317913.6533333333,47.712114679080024
18,132.44512245059013,318,301800.51163522014,53.14915787901088
19,4.572184085845947,12,318570.1166666667,28.313091833833933
20,54.441721588373184,125,298183.43168,49.09526827222477
21,1.9413447678089142,5,291049.99199999997,30.20559115066512
22,178.03229874372482,440,297052.5644545455,58.09200693289959
23,69.20510768890381,165,295926.9272727273,57.42265483013584
24,207.4422073662281,457,271753.5624507657,55.496305457579005
25,13.908549547195435,38,334742.29842105263,26.00239924705054
26,7.356892436742783,18,304543.71222222224,29.789809938994374
27,6.244619280099869,15,299420.9933333333,30.003760872821328
28,2.1402546167373657,7,343605.1828571428,19.496553199001738
29,50.5057038962841,136,337956.18764705857,54.51261219326569
30,187.0602208673954,426,294192.46788732405,55.32172656097915
31,0.39543071389198303,2,345571.19000000006,27.070770273931664
32,174.15893664956093,415,302266.31975903595,54.195328496387845
33,109.07308781147003,240,286756.56149999995,57.702241266492244
34,192.717977643013,443,287665.115756208,56.64341405587412
35,306.1573181450367,800,312313.07950000046,56.94256808341219
36,178.2043797969818,426,281525.00046948384,55.04287436977083
37,118.24303629994392,327,302459.13577981666,52.87575371149885
38,294.5257001519203,717,305935.3957601116,55.607394086827945
