Episode,Accumulative Reward,Length
340,223.0326750278473,808
341,99.3709148466587,504
342,226.11237853765488,804
343,246.84258261322975,968
344,154.94449937343597,806
345,338.22570112347603,1016
346,119.21485897898674,417
347,118.79488930106163,500
348,124.71708077192307,516
349,47.91316196322441,117
350,167.55029940605164,577
351,25.12157568335533,128
352,202.7566994726658,622
353,101.62178280949593,518
354,132.1776064634323,455
355,224.89615294337273,869
356,266.2168717831373,812
357,58.013180911540985,155
358,112.07228881120682,327
359,46.56627291440964,376
360,146.7324852347374,976
361,84.35200721025467,405
362,112.74608138203621,369
363,65.73199689388275,123
364,123.6547078192234,313
365,130.92254066467285,510
366,211.85493698716164,801
367,273.1834023296833,1294
368,178.840513586998,808
369,169.27812235057354,808
370,369.4294850230217,1387
371,136.0449522137642,500
372,459.03116546571255,1844
373,144.09498077630997,432
374,70.11697512865067,389
375,136.91364753246307,439
376,341.2103900909424,1135
377,321.5672152787447,2016
378,320.8570435196161,1383
379,291.77538830041885,996
380,99.87442329525948,435
381,187.72368574142456,807
382,53.52495437860489,158
383,153.57077020406723,516
384,52.17995685338974,227
385,62.93244668841362,158
386,38.196391582489014,233
387,246.63347896933556,1096
388,422.79111018776894,2016
389,0.5693544149398804,3
390,258.5518705546856,796
391,187.7616015523672,805
392,202.10540521144867,701
393,275.4113697707653,1055
394,347.71649216115475,1385
395,100.79945820569992,379
396,208.95336009562016,523
397,310.6031671464443,1263
398,136.11272510886192,808
399,266.88443660736084,935
400,111.60989859700203,519
401,16.246018081903458,227
402,102.96998125314713,517
403,65.40680032968521,377
404,434.43038262426853,2016
405,115.24162989854813,275
406,249.03625932335854,1090
407,183.86950531601906,733
408,170.3811954855919,515
409,69.09930020570755,171
410,270.7948819696903,805
411,336.6446365863085,1527
412,362.84804721176624,1688
413,300.83570162951946,978
414,69.11454644799232,231
415,182.54367581009865,805
416,39.25504940748215,234
417,152.95103812217712,392
418,303.4039274454117,1088
419,372.0344989001751,1327
420,159.3298555314541,969
421,469.71368938684464,2016
422,142.7830767929554,641
423,438.7700915634632,1728
424,195.96457274258137,706
425,247.77448426187038,1116
426,176.52514922618866,517
427,276.94123171269894,901
428,190.52943740785122,803
429,235.44907489418983,1042
430,26.816471993923187,131
431,366.9273616373539,1293
432,141.66414055228233,328
433,447.090206772089,1572
434,175.6370206773281,793
435,137.85412713885307,513
436,95.20649361610413,350
437,297.2045767009258,1083
438,100.7866116464138,232
439,238.73637309670448,817
440,124.39130690693855,803
441,248.7157445549965,1086
442,462.19919884204865,1887
443,113.89662715792656,249
444,223.16604578495026,694
445,116.18024531006813,243
446,548.3819182515144,2016
447,150.8527898490429,519
448,84.95486935973167,515
449,99.24093559384346,378
450,380.54081827402115,1528
451,340.7008633315563,974
452,23.823242723941803,157
453,446.8669857084751,2016
454,587.4648741483688,2016
455,68.6413272023201,232
456,106.17325258255005,447
457,196.48370656371117,674
458,50.866226732730865,131
459,116.8364590704441,382
460,199.91724501550198,952
461,61.8673437833786,365
462,462.52454712986946,2016
463,474.45581060647964,2016
464,248.55541418492794,811
465,153.9440754801035,806
466,415.04120898246765,1690
467,94.20318984985352,519
468,163.75762322545052,522
469,190.08490127325058,803
470,166.0318741798401,670
471,231.09049996733665,803
472,20.290096640586853,123
473,185.7404303252697,745
474,181.01831379532814,595
475,149.35043922066689,706
476,359.0520845502615,1095
477,86.92920896410942,230
478,96.28155982494354,416
479,335.1246136724949,996
480,402.03361999988556,1383
481,90.64680497348309,512
482,84.6952201128006,516
483,161.1827253997326,736
484,136.80253872275352,414
485,227.01706057786942,670
486,63.2745198905468,310
487,96.79011046886444,374
488,220.86195397377014,669
489,176.71387097239494,518
490,104.38739225268364,223
491,371.02064460515976,2016
492,207.66807559132576,802
493,454.4614766985178,1980
494,458.04751467704773,1803
495,454.1824519634247,1674
496,109.8282721042633,512
497,271.2268089056015,942
498,190.23759427666664,521
499,428.2206055819988,1555
500,102.16406717896461,409
501,85.67709523439407,201
502,338.03056302666664,1530
503,484.57053177058697,1667
504,246.47861917316914,1053
505,259.4293256253004,1060
506,169.92087152600288,515
507,165.0673013329506,519
508,276.58612897992134,806
509,90.9607070684433,231
510,337.42714743316174,1099
511,333.5519653558731,999
512,198.4669108390808,510
513,127.19518876075745,517
514,205.80317842960358,1054
515,147.2884225845337,407
516,20.829272001981735,124
517,199.6234733760357,803
518,62.29189679026604,438
519,422.3520215153694,1774
520,328.5918528139591,1374
521,84.01206251978874,378
522,122.0584064424038,512
523,440.5398465394974,2016
524,204.8447124660015,979
525,266.12465131282806,812
526,188.34046956896782,657
527,239.96977084875107,518
528,75.38325852155685,168
529,425.41233134269714,2016
530,126.51936629414558,500
531,217.92368349432945,798
532,110.69866612553596,379
533,287.2299683392048,1007
534,93.3524709045887,239
535,27.835543155670166,161
536,166.55050176382065,892
537,213.694192096591,811
538,81.3813584446907,228
539,208.01647719740868,1017
540,212.9579117000103,1067
541,392.6735137999058,1860
542,120.48796570301056,801
543,216.14552426338196,673
544,126.09701055288315,489
545,260.468530356884,919
546,256.68180453777313,949
547,376.05113810300827,1566
548,140.12524777650833,500
549,305.15996247529984,1048
550,220.36471809446812,805
551,165.67534950375557,408
552,237.84972867369652,1092
553,78.2059054672718,137
554,397.1006220281124,1114
555,193.83562716841698,518
556,107.10003709793091,370
557,224.17982858419418,719
558,106.19649049639702,510
559,235.4215745329857,945
560,349.9825989603996,1293
561,286.6402208805084,1062
562,157.99331665039062,518
563,372.09910348057747,1219
564,188.59249445796013,443
565,364.08268108963966,1524
566,58.610118955373764,372
567,313.28291054069996,1310
568,295.27798929810524,974
569,312.79298171401024,992
570,229.8152123838663,802
571,204.46672278642654,519
572,203.57052548229694,803
573,424.99860183894634,1506
574,510.5879102498293,2016
575,151.3595489859581,372
576,42.612545639276505,104
577,55.15279495716095,139
578,153.59736740589142,427
579,114.3002502322197,514
580,462.8696890771389,1377
581,225.86692893505096,801
582,156.56991267204285,519
583,529.9778169989586,2016
584,150.51156848669052,803
585,76.31276682019234,146
586,65.18379163742065,145
587,432.72546324133873,1307
588,41.39083585143089,156
589,65.81412571668625,113
590,70.64541199803352,134
591,554.4318253695965,2016
592,277.9155733734369,1085
593,524.4525643736124,2016
594,379.4817478656769,1256
595,312.8724909722805,1090
596,341.26052628457546,1090
597,73.2174940109253,141
598,483.7477979063988,1586
599,68.73508495092392,121
600,204.2598988264799,803
601,548.9430866092443,1889
602,219.2906814813614,805
603,163.70615088939667,515
604,198.28340202569962,486
605,91.10643491148949,515
606,165.25813245773315,478
607,268.60685609281063,1664
608,640.5304047316313,2016
609,277.2962152957916,803
610,128.542509496212,381
611,301.707023024559,1094
612,421.12958985567093,1928
613,264.91627728939056,710
614,85.92350566387177,518
615,239.92749047279358,969
616,495.34288592636585,2016
617,260.2961298674345,809
618,174.10618294775486,515
619,94.49218064546585,404
620,122.86861890554428,380
621,341.4709224700928,1088
622,94.7832445204258,518
623,87.10196498036385,211
624,100.92155009508133,267
625,112.21245649456978,376
626,177.28838729858398,517
627,51.03362601995468,375
628,142.81608691811562,379
629,127.93946662545204,632
630,162.9469379633665,517
631,164.79500031471252,504
632,341.5529404580593,1096
633,191.0121907889843,515
634,23.480682283639908,95
635,99.45336067676544,518
636,135.47681918740273,404
637,141.60976226627827,807
638,158.69445598125458,513
639,182.31732240319252,697
640,135.28029569983482,515
641,85.62772688269615,718
642,91.2500391304493,373
643,211.1298824697733,666
644,154.40515372157097,481
645,287.8397222608328,1004
646,150.79129350185394,517
647,178.74664908647537,508
648,61.074386447668076,132
649,47.6181960105896,95
650,259.4138372838497,807
651,160.1012783050537,432
652,208.2374320924282,516
653,383.1508661657572,1566
654,265.4551633000374,1079
655,525.3523601740599,2016
656,227.13533663749695,952
657,170.11521086096764,481
658,102.4894455075264,416
659,472.29189243912697,1667
660,587.7058743834496,2016
661,243.6886062026024,802
662,99.76655647158623,484
663,221.6487913131714,681
664,339.84898184239864,1091
665,402.2653575837612,1548
666,167.26536685228348,487
667,340.43220479786396,1098
668,529.8019030988216,1670
669,78.56120014190674,378
670,165.26303440332413,480
671,182.94398327171803,514
672,309.41388572752476,818
673,93.9861761033535,383
674,271.1311536282301,977
675,145.67338940501213,509
676,178.4780650138855,806
677,254.99633461236954,639
678,306.55887922644615,1437
679,380.6211582571268,1663
680,234.27827107906342,504
681,74.89015263319016,379
682,348.7477901875973,1094
683,231.1759734749794,740
684,328.1298674046993,785
685,210.87742388248444,808
686,99.48404639959335,234
687,298.1520693898201,1103
688,296.1482716500759,848
689,293.01130156219006,1243
690,262.2450875341892,805
691,96.3771598637104,451
692,225.555634111166,796
693,481.3720730692148,1667
694,297.8575331568718,1095
695,259.1862261593342,810
696,33.102175801992416,146
697,381.82472547888756,1002
698,73.123489767313,378
699,274.46832974255085,892
700,285.385523468256,703
701,122.20358589291573,376
702,62.96101504564285,236
703,496.5972499996424,2016
704,324.04342617094517,812
705,201.5290142595768,512
706,109.30652868747711,510
707,135.20610252022743,379
708,201.91030877828598,812
709,462.8553502112627,2016
710,446.07924953103065,1271
711,130.7431892156601,487
712,147.97666165232658,993
713,113.80036810040474,511
714,346.1502641290426,1091
715,270.8014592528343,806
716,140.25595951080322,471
717,138.4519554078579,514
718,472.9091908186674,1669
719,193.3100669682026,666
720,467.09830056130886,1535
721,182.62531411647797,521
722,187.02662970125675,510
723,124.61970622837543,509
724,320.3612787127495,979
725,106.79302364587784,377
726,294.54938718676567,808
727,419.9276442974806,1368
728,170.64696142077446,507
729,310.6830124258995,913
730,187.4143234193325,520
731,61.4069801568985,148
732,352.16966243088245,1148
733,515.0734504163265,1910
734,43.788839250802994,139
735,145.78128308057785,487
736,132.91658145189285,506
737,334.8034830093384,1102
738,404.10356280207634,1225
739,335.4420082271099,1093
740,156.7242153584957,469
741,245.78476977348328,767
742,371.0037304162979,976
743,226.24033272266388,620
744,204.64894108474255,516
745,205.52568876743317,802
746,93.53708121180534,188
747,272.67460173368454,817
748,167.29312078654766,769
749,181.70702746510506,519
750,231.13701263070107,821
751,613.8773086965084,2016
752,195.2553054690361,521
753,252.97203539311886,804
754,169.611518278718,793
755,318.0322349816561,1369
756,330.4146447330713,1088
757,112.49393051862717,381
758,433.0007450133562,1674
759,606.5706045478582,2016
760,287.71723636984825,975
761,238.16186797618866,1078
762,288.38726356625557,1093
763,98.5912152826786,243
764,77.28671085834503,161
765,378.2688159942627,1008
766,271.12825851142406,851
767,142.53918141126633,452
768,231.64527893066406,873
769,263.10329957306385,955
770,197.82049241662025,802
771,48.8300821185112,161
772,43.235556334257126,382
773,202.33613136410713,516
774,290.88139571249485,802
775,274.02726666629314,1090
776,102.3997973203659,227
777,250.88594153523445,776
778,96.00113677978516,175
779,52.49447324872017,234
780,165.9607563316822,369
781,171.59901233017445,520
782,533.2959892004728,2016
783,164.12952238321304,381
784,442.5994654595852,1670
785,248.08088938891888,804
786,585.9370814263821,2016
787,369.33532394468784,1152
788,97.76877492666245,448
789,243.50431022047997,713
790,123.79200148582458,519
791,246.73256097733974,687
792,473.3933801203966,2016
793,430.79545560479164,1386
794,277.43803441524506,802
795,494.6437711715698,2016
796,141.23289743065834,429
797,327.61888878047466,1094
798,117.79465717077255,516
799,525.3657931685448,2016
800,228.86980763077736,667
801,370.6995407640934,1093
802,337.66250374913216,895
803,348.3568471968174,990
804,499.89306208491325,2016
805,187.29437658190727,406
806,189.00489684939384,456
807,123.39877012372017,255
808,466.79536567628384,1530
809,64.8169596195221,171
810,305.43712055683136,1063
811,261.9898716211319,970
812,366.78803154826164,1058
813,141.82163932919502,274
814,201.75533683598042,801
815,404.13107112050056,1380
816,85.46204224228859,228
817,76.21148893237114,518
818,59.35213562846184,157
819,431.78056064248085,1097
820,169.19004333019257,516
821,203.155607432127,518
822,70.2021761238575,139
823,183.6327061355114,506
824,0.48539893329143524,3
825,25.386726707220078,409
826,136.36168786883354,520
827,341.6204441189766,1098
828,23.72233858704567,195
829,246.6148905158043,955
830,522.1242194324732,2016
831,234.97305351495743,517
832,180.19129210710526,739
833,377.35235737264156,1081
834,298.8618884384632,918
835,304.6449942290783,1002
836,499.2747873067856,1951
837,206.83744125068188,669
838,396.61289370059967,1531
839,173.47958840429783,517
840,65.54932081699371,230
841,303.7982135415077,1273
842,172.5477276444435,398
843,214.96455591917038,806
844,199.5957769304514,666
845,176.87913173437119,511
846,134.73351773619652,494
847,223.6388112604618,562
848,335.92665338516235,1304
849,343.6600172519684,1100
850,148.7432728856802,518
851,152.77177834510803,488
852,476.60945692658424,1745
853,127.48784947395325,383
854,308.949206545949,1088
855,157.9615120589733,402
856,251.62332302331924,804
857,124.45083540678024,514
858,465.3959961235523,1387
859,110.5979015827179,374
860,157.6248292773962,518
861,622.9339352101088,2016
862,195.59374791383743,506
863,172.1906787455082,519
864,129.86660984158516,514
865,382.96223686635494,1385
866,200.39962339401245,518
867,577.8899238407612,2016
868,7.98265814781189,21
869,0.4375530034303665,3
870,169.04065358638763,635
871,264.4622392654419,803
872,302.9108149409294,806
873,121.76097136735916,385
874,94.14754819869995,377
875,230.8737948834896,772
876,210.66893757879734,807
877,190.077067643404,516
878,362.23751214146614,999
879,31.44111528992653,57
880,492.7468101978302,1559
881,72.77662429213524,165
882,265.83792984485626,805
883,491.5685784816742,2016
884,624.6689456105232,2016
885,515.4567084610462,2002
886,129.9794100522995,378
887,69.8670497238636,164
888,135.93671470880508,407
889,230.46475866436958,809
890,388.6689313799143,1378
891,340.39511916041374,841
892,66.7730909883976,148
893,259.05674113333225,950
894,69.73501589894295,148
895,283.20132556557655,1002
896,504.6998887062073,1681
897,46.82007431983948,235
898,58.18135195970535,234
899,72.59185227751732,192
900,355.88622418046,1458
901,290.01203997433186,1077
902,334.5094511061907,1096
903,244.34944066405296,1143
904,32.4352902173996,151
905,189.13391688466072,690
906,0.543641597032547,3
907,308.77630800008774,802
908,423.1413767039776,1277
909,210.12271958589554,814
910,180.81194710731506,478
911,567.9466810673475,2016
912,162.61466965079308,514
913,528.1886175721884,1868
914,269.1957085132599,964
915,261.92522156238556,653
916,330.35945349931717,802
917,327.7338382303715,971
918,586.4974830001593,2016
919,68.45147931575775,147
920,182.9901097714901,519
921,336.0585435628891,1094
922,512.5676968544722,2016
923,266.8347983956337,794
924,204.0874842107296,533
925,368.32968170940876,1086
926,138.2791837155819,336
927,47.809589087963104,112
928,181.87882846593857,499
929,127.85213905572891,380
930,336.93611036241055,951
931,634.2289067208767,1961
932,427.6866154819727,1382
933,320.2079408168793,1098
934,269.0518986582756,612
935,136.66855862736702,517
936,539.3559582978487,1793
937,301.84647335112095,1040
938,210.2333482503891,509
939,767.8298929482698,2016
940,279.3189387321472,731
941,119.82040557265282,517
942,232.47498889267445,799
943,471.69350773096085,1557
944,184.68080601096153,609
945,60.52877679467201,136
946,95.70458364486694,369
947,131.01907968521118,284
948,133.90564480423927,375
949,231.85099314153194,639
950,37.6232915520668,73
951,418.8566513955593,1525
952,158.3574642241001,433
953,168.34005910158157,517
954,173.54394298791885,425
955,212.36876392364502,803
956,440.905175358057,2016
957,723.937527641654,2016
958,31.261514455080032,58
959,548.803003385663,2016
960,234.35152307152748,801
961,299.4914465248585,1092
962,133.6317302584648,511
963,124.42053100466728,384
964,198.04258047044277,520
965,290.5919736623764,911
966,193.33117932081223,503
967,0.5348489582538605,3
968,376.79579189419746,1025
969,192.57402446866035,518
970,280.2269447594881,950
971,268.7168194055557,807
972,170.50954607129097,512
973,266.0187138617039,793
974,16.723505973815918,34
975,431.55993151664734,1052
976,234.58907744288445,520
977,445.7450578212738,1096
978,45.526626855134964,84
979,97.11544492840767,515
980,60.787871569395065,136
981,179.15650528669357,514
982,443.7735042273998,1379
983,147.10128764808178,520
984,171.3183982372284,500
985,66.58790186047554,138
986,207.96587106585503,520
987,133.40005818009377,242
988,406.7738262563944,1100
989,231.47385761141777,430
990,327.78496101498604,985
991,397.68292686343193,1095
992,201.79266840219498,616
993,443.58077758550644,1546
994,401.28877371549606,960
995,167.17866125702858,383
996,460.0435968786478,1374
997,140.26216074824333,516
998,236.40866369009018,533
999,243.7126621901989,804
1000,603.8323084712029,2016
1001,277.076931938529,807
1002,552.395128801465,2016
1003,316.3394446372986,801
1004,345.8309045433998,959
1005,515.3274925947189,2006
1006,244.27686567604542,804
1007,478.1743180900812,1277
1008,338.733650714159,1006
1009,217.0709354877472,511
1010,320.3716396987438,965
1011,185.46072739362717,506
1012,147.0333564132452,442
1013,345.3749653697014,951
1014,73.67193073034286,140
1015,427.84516060352325,1389
1016,283.58603805303574,802
1017,200.08237767219543,506
1018,428.36106649041176,1587
1019,572.9974451363087,2016
1020,161.75359493494034,509
1021,255.57744795084,879
1022,456.29842460155487,1438
1023,419.6383715569973,1000
1024,441.89156994223595,1365
1025,187.90045881271362,519
1026,514.9278318881989,2016
1027,146.49159842729568,491
1028,94.6740128993988,374
1029,119.58808237314224,230
1030,622.0740842372179,2016
1031,653.5494343787432,2016
1032,193.31159004569054,510
1033,547.4740985482931,2016
1034,245.67855682969093,1097
1035,247.24906967580318,516
1036,379.7184119820595,976
1037,294.17726860940456,807
1038,239.3815507888794,578
1039,192.31945744156837,806
1040,367.22558458149433,1231
1041,224.9376114308834,515
1042,414.64200136065483,1099
1043,302.66644790768623,806
1044,268.5045819878578,609
1045,595.6460970640182,2016
1046,326.9125845730305,809
1047,613.4602653384209,2016
1048,131.38652434945107,447
1049,157.19190853834152,517
1050,133.263316065073,415
1051,202.60275131464005,507
1052,201.15254148840904,520
1053,375.6954588741064,1040
1054,420.24883157014847,1140
1055,344.0969429016113,995
1056,219.2538725733757,682
1057,350.53259409964085,1094
1058,666.665847286582,2016
1059,184.2525737285614,449
1060,391.8199815750122,1096
1061,476.03069791197777,2016
1062,376.3445937782526,1089
1063,605.7665669023991,1879
1064,162.27464470267296,514
1065,190.65887144207954,380
1066,147.29643395543098,420
1067,260.33020532131195,689
1068,79.20323687791824,517
1069,82.9898806810379,381
1070,658.1535362452269,2016
1071,271.44811457395554,809
1072,376.54208555817604,1090
1073,447.81202933192253,1385
1074,352.59988701343536,926
1075,197.7059013992548,679
1076,168.41915947198868,518
1077,626.584924697876,1640
1078,226.99494971334934,516
1079,244.88430228829384,815
1080,623.3374758958817,2016
1081,267.128831833601,937
1082,152.37363931536674,427
1083,324.99543994665146,1200
1084,55.94397649168968,484
1085,393.752593934536,1042
1086,206.72874438762665,517
1087,225.40606155991554,519
1088,688.0993623584509,2016
1089,324.95624700188637,808
1090,216.27940148115158,664
1091,49.12653222680092,90
1092,293.5938959121704,806
1093,326.0355300307274,1139
1094,170.9209266602993,517
1095,165.41844350099564,431
1096,354.92520129680634,997
1097,567.9214201718569,1670
1098,276.0370931625366,805
1099,295.11266881227493,724
1100,197.0951454937458,419
1101,49.62686690688133,195
1102,530.0331096798182,2016
1103,232.61996033787727,726
1104,296.02967220544815,737
1105,192.6977283656597,445
1106,649.2993811070919,1786
1107,400.3840038329363,996
1108,378.9011276960373,922
1109,384.74798491597176,1381
1110,320.8293882906437,806
1111,246.11290061473846,684
1112,172.88137009739876,505
1113,511.7348293066025,1659
1114,584.8757309615612,2016
1115,211.56852108240128,668
1116,217.720915466547,514
1117,383.7658623754978,979
1118,178.7374079823494,458
1119,400.8755719512701,1381
1120,68.91165688633919,140
1121,91.82523268461227,176
1122,91.4408885538578,236
1123,672.1311915367842,2016
1124,441.45979748666286,1525
1125,189.9984356611967,509
1126,232.3251005411148,806
1127,619.7824716866016,2016
1128,285.9238891303539,712
