episode,acc_reward,length,cost,res_wasted
1,36.40887379646301,57,591973.6568421052,0.0
2,833.8783429265022,1526,604874.4856618623,308.5503068876454
3,86.32287538051605,131,582880.7911450383,1806.5268349683922
4,334.9226830601692,502,587632.4733067732,3.630642226017804
5,91.00676107406616,138,585539.1771014495,154.90949547809103
6,270.5217065215111,410,599365.4627317075,0.0
7,151.74795818328857,228,583454.0471929829,4.230377197265625
8,403.9090672135353,699,590558.2520743919,44.166595066054185
9,86.19089514017105,132,592119.2633333333,2994.5060286088424
10,468.33376455307007,720,595683.5570555566,531.9885894775391
11,988.9965927600861,1561,604140.9314029465,312.19988689141576
12,451.0256375670433,712,609927.9376966293,148.96038424031119
13,102.05486679077148,154,582351.2246753246,14.680908995789366
14,150.8502779006958,227,585100.1622907489,0.0
15,100.78482729196548,152,581033.419473684,183.09347534179688
16,157.91996639966965,237,582485.237299578,22.571874690961234
17,82.78951305150986,131,619104.2152671751,10233.05310338144
18,147.5114100575447,221,579578.5350226243,0.0
19,149.98573929071426,226,585116.5353982302,1225.4410124922222
20,274.11294370889664,413,591218.6498789352,987.0628889698094
21,339.3967407941818,507,583779.3718343199,7.71996059079142
22,90.87853193283081,139,590717.4932374104,3728.094855658442
23,483.24144047498703,723,587225.440885201,17.60203204016468
24,331.9801089167595,526,591234.6240304185,0.0
25,954.9369562864304,1559,584250.2175240545,40.65756043537524
26,151.86237907409668,229,587783.480174672,0.0
27,94.35142397880554,142,577532.6822535209,0.23711126623019366
28,467.67370814085007,717,592869.2301255234,59.23036251307531
29,88.96360695362091,136,594894.4867647063,0.0
30,89.74172681570053,135,575764.2551111112,15.877392578125
31,266.45287358760834,417,588183.5932853712,3.158187317333633
32,98.77155315876007,150,589224.0194666664,73.1515283203125
33,284.1332070827484,428,592504.0964485984,62.6061632388106
34,185.171040892601,277,580502.3995667866,0.0
35,87.15302002429962,133,588162.2183458648,2928.0774687573426
36,95.37607228755951,145,585602.5787586209,3023.412534516433
37,91.25418043136597,138,582637.4101449277,15.894151770550272
38,152.2805032134056,228,579199.7252631573,0.0
39,936.4288573861122,1592,591416.2107788934,22.688543885197472
40,771.4190381765366,1287,601438.7108003106,705.5143462494536
41,1116.8805686831474,2016,580600.3236111109,64.77953992571149
42,87.73826164007187,132,574798.4706060606,459.0878073952415
43,469.2427347302437,726,600663.426005509,2684.4582257231405
44,93.68680036067963,141,577200.4666666668,0.0
45,138.5387743115425,208,581287.4188461538,13.90571770301232
46,411.1175822019577,715,593060.1763356638,982.6010183907889
47,83.88982129096985,127,580975.7329133858,662.8022345595473
48,267.30610632896423,408,595887.0073529412,4357.504898071289
49,152.6295467019081,229,581326.7048034932,420.6367208822325
50,97.88848733901978,147,575561.336326531,24.495079819036988
51,88.62291169166565,134,580993.4256716416,508.1137485788829
52,90.51985591650009,136,574442.6879411762,77.99231495576747
53,706.8256978392601,1270,586319.5509921263,43.314230130413385
54,437.32635551691055,723,598283.017150762,2492.0751715062565
55,288.9820061326027,434,586303.3074654376,4.893748481152794
56,293.9973285794258,439,582177.7688382692,127.28700454468607
57,147.83223539590836,222,582437.7324324324,0.0
58,147.5600790977478,221,579195.2966515839,87.74860806702489
59,273.5363301038742,412,588624.3293203885,491.4669568700698
60,442.28515261411667,734,613271.7776021806,1666.0779249310817
61,997.734011888504,1930,602612.1943419692,14.525592515382124
62,273.5072612166405,410,586399.3263414631,3.7295475657393293
63,284.8889529109001,426,583770.5653521128,0.7417654118067781
64,1059.0993631482124,1896,608381.9181645571,431.7209716024278
65,94.4389762878418,142,576315.5822535213,7.13459111603213
66,93.64115053415298,141,577947.8797163124,0.0
67,545.1353009343147,862,604492.641299304,181.33357709632395
68,280.4106975197792,425,598896.940894118,634.7256307444853
69,86.19719260931015,130,577957.1596923077,0.0
70,281.5732138156891,432,600852.5734259255,5.033732096354167
71,675.7665366530418,1226,619584.5608482886,59.31394353620769
72,102.62189573049545,155,582387.4263225808,854.6832464402722
73,269.85400182008743,412,607159.5490291257,687.6919102344698
74,86.54786092042923,131,582417.3490076335,0.0
75,98.655792593956,150,590610.5885333332,0.0
76,454.96100425720215,722,611597.0309141267,688.8491750278631
77,270.0814905166626,429,607954.4991142194,231.63803932883522
78,251.86777675151825,391,603115.1750383633,0.3375949713275256
79,284.71039563417435,433,595738.9288683604,32.63294161825202
80,243.73001658916473,369,597271.2757723578,0.0
81,152.1270301938057,228,580459.7531578942,1.0181724146792763
82,102.89596825838089,155,580054.1899354839,263.72903225806454
83,149.76862460374832,227,583004.1573568283,273.17837860510735
84,104.46589946746826,158,583625.8630379749,1408.2531622391714
85,232.1081817150116,419,590296.5614319801,267.7403404217631
86,234.14408522844315,366,594950.2853551914,893.5203387150999
87,278.87078934907913,418,586371.3873684203,114.17500502298894
88,262.4443430900574,443,611107.3130474036,6671.536224847453
89,268.0176945924759,416,583930.5173076923,191.44812099750226
90,216.73810809850693,334,609148.6297005988,5782.925062350884
91,78.08204448223114,118,577728.7745762712,0.0
92,225.10183882713318,382,596131.4354973825,87.00238899910013
93,76.54261916875839,116,580797.4317241382,9.414317163927802
94,270.91418397426605,514,591061.3518287938,1.9556967887433123
95,150.38786679506302,227,588703.2343612332,13.757317227939152
96,163.7369862794876,247,588013.2369230766,867.0641580805604
97,178.28574395179749,271,597443.3827306271,1299.1284440944996
98,311.3368271589279,514,608480.6919844357,1015.1920928361351
99,83.69671076536179,128,587928.3859374999,4247.96365070343
100,184.09288704395294,284,583069.0730985918,28.488883434886663
101,152.6732640862465,230,586710.7450434787,0.24752674932065216
102,184.78115433454514,277,582976.3231768952,0.0
103,106.34370738267899,218,653488.6277064219,19393.903383027522
104,82.0929405093193,139,584228.1105035968,2705.333451305362
105,63.01286506652832,96,581378.2675,0.0
106,141.0176955461502,212,583091.4294339621,0.0
107,55.684160113334656,85,579553.2527058824,0.0
108,106.78691470623016,161,582060.3746583852,20.55356384656444
109,141.77077090740204,228,582368.705263158,164.77121453536185
110,149.39490520954132,224,580711.4516071429,2.596947261265346
111,95.33783787488937,144,581917.4697222222,0.0
112,146.13086450099945,222,588681.2063063062,1649.4482834274704
113,131.97091615200043,201,594054.774527363,2570.5282000641323
114,199.63943642377853,304,585820.8501315791,631.7758315236945
115,149.91632026433945,225,581795.8268444445,72.619814453125
116,144.17302018404007,216,579091.2942592592,216.4205322265625
117,123.96715182065964,230,596494.235826087,3734.9774302606997
118,91.27487218379974,139,590787.8644604316,0.0
119,158.93427735567093,245,584646.4945306125,654.3134840361926
120,135.2419461607933,204,586519.4025490198,0.0
121,90.76860046386719,137,579665.6916788322,263.0410191890967
122,253.81896537542343,409,601836.0582885087,1749.0855706921416
123,181.49746376276016,278,587362.6968345317,0.0
124,154.04050260782242,232,586436.8256896551,0.0
125,107.67936307191849,162,578996.2767901233,499.39149983723956
126,246.01982963085175,397,603284.2684130983,4851.522437261394
127,75.0445362329483,114,582299.6466666666,623.064986379523
128,86.20412319898605,130,577706.1852307694,1.1194307767427885
129,145.3770006299019,220,591398.6112727274,0.0
130,351.6100078225136,704,615519.4919318183,267.1784128709273
131,87.4440188407898,132,579331.2106060606,0.0
132,248.7113152742386,400,608638.3011999996,6562.975144042969
133,102.1508898139,159,581778.508930818,0.0
134,219.67629778385162,396,604711.9501010104,385.1760947487571
135,237.71143347024918,368,590558.4420652175,197.58228368344516
136,83.73163044452667,128,592923.2649999999,439.02722454071045
137,283.7531284689903,517,635354.7425918758,9739.776990761378
138,170.83984553813934,260,595655.4961538464,4.743541541466346
139,148.4653615951538,242,587502.9942148761,1003.681487784898
140,99.820152759552,155,576601.4665806456,290.0880402595766
141,88.30689179897308,139,586112.9148201437,0.0
142,141.98217487335205,221,580662.5514932125,50.62529330016261
143,90.93312722444534,148,578252.1343243243,81.81690772804055
144,68.97752803564072,119,583743.7142857146,739.0371832326681
145,163.32948607206345,263,590094.0403041824,1742.8906017927163
146,232.74647164344788,390,600876.908717949,13.433980618990384
147,86.64085853099823,139,580213.8949640287,604.2221223021583
148,155.32773250341415,235,591950.2825531914,0.0
149,81.55833435058594,124,585612.6283870967,569.7945674773185
150,224.78045624494553,499,593955.6953907814,777.0343753914078
151,202.4917179942131,376,583067.4340425527,10.942096466713764
152,184.1357306241989,283,596092.8542756187,4.706112056233437
